time_period,time_identifier,geographic_level,country_code,country_name,sex,subject_name,inst_type,provider_name,ukprn,xinstc01,inst_region,current_region,grads_1YAG,unmatched_percent_1YAG,overseas_percent_1YAG,matched_1YAG,activity_not_captured_1YAG,no_sust_dest_1YAG,sust_emp_only_1YAG,sust_emp_with_or_without_fs_1YAG,sust_emp_fs_or_both_1YAG,grads_3YAG,unmatched_percent_3YAG,overseas_percent_3YAG,matched_3YAG,activity_not_captured_3YAG,no_sust_dest_3YAG,sust_emp_only_3YAG,sust_emp_with_or_without_fs_3YAG,sust_emp_fs_or_both_3YAG,grads_5YAG,unmatched_percent_5YAG,overseas_percent_5YAG,matched_5YAG,activity_not_captured_5YAG,no_sust_dest_5YAG,sust_emp_only_5YAG,sust_emp_with_or_without_fs_5YAG,sust_emp_fs_or_both_5YAG,PAYE_earnings_include_1YAG,PAYE_earnings_LQ_1YAG,PAYE_earnings_median_1YAG,PAYE_earnings_UQ_1YAG,PAYE_earnings_include_3YAG,PAYE_earnings_LQ_3YAG,PAYE_earnings_median_3YAG,PAYE_earnings_UQ_3YAG,PAYE_earnings_include_5YAG,PAYE_earnings_LQ_5YAG,PAYE_earnings_median_5YAG,PAYE_earnings_UQ_5YAG,total_earnings_include_1YAG,total_earnings_LQ_1YAG,total_earnings_median_1YAG,total_earnings_UQ_1YAG,total_earnings_include_3YAG,total_earnings_LQ_3YAG,total_earnings_median_3YAG,total_earnings_UQ_3YAG,total_earnings_include_5YAG,total_earnings_LQ_5YAG,total_earnings_median_5YAG,total_earnings_UQ_5YAG,POLAR_num_included_1YAG,POLAR_percent_1YAG,POLAR_num_included_3YAG,POLAR_percent_3YAG,POLAR_num_included_5YAG,POLAR_percent_5YAG,PA_num_included_1YAG,PA_median_1YAG,PA_num_included_3YAG,PA_median_3YAG,PA_num_included_5YAG,PA_median_5YAG,PA_rank_1YAG,PA_rank_3YAG,PA_rank_5YAG,PA_band_1YAG,PA_band_3YAG,PA_band_5YAG,POLAR_include_percent_1YAG,POLAR_include_percent_3YAG,POLAR_include_percent_5YAG,PA_include_percent_1YAG,PA_include_percent_3YAG,PA_include_percent_5YAG
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Askham Bryan College,10000415,England,Yorkshire and the Humber,All,45,0,0,45,4.4,11.1,80,82.2,84.4,45,0,0,45,0,9.3,88.4,90.7,90.7,40,2.7,0,40,13.9,5.6,77.8,80.6,80.6,35,12800,15700,17500,35,14200,17000,21500,30,15700,17000,26600,35,11700,15700,17500,35,14200,17000,21500,30,15600,16800,24200,20,11.8,20,22.2,20,12.5,5,200,10,200,10,220,0.7,0.7,0.5,2,2,2,37.8,41.9,44.4,11.1,18.6,25
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Bishop Burton College,10000721,England,Yorkshire and the Humber,All,70,1.5,0,70,1.5,3,83.3,87.9,95.5,90,2.3,0,90,5.8,4.7,80.2,87.2,89.5,30,0,0,30,3.3,10,83.3,86.7,86.7,50,11300,12800,17500,65,13900,16400,21200,25,16100,19700,25200,55,11300,12800,17200,70,13100,15700,20100,25,15600,19500,24100,45,4.9,65,12.7,15,14.3,25,220,40,200,10,160,0.6,0.7,0.9,2,2,3,62.1,73.3,46.7,34.8,41.9,33.3
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,BMC (Brooksby Melton College),10000952,England,East Midlands,All,20,0,0,20,6.2,0,75,81.2,93.8,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,12000,15500,17800,c,c,c,c,c,c,c,c,15,12000,15500,17800,c,c,c,c,c,c,c,c,10,11.1,c,c,c,c,5,193.3333333,c,c,c,c,0.8,c,c,3,c,c,56.2,c,c,18.8,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Bridgwater and Taunton College,10000878,England,South West,All,c,c,c,c,c,c,c,c,c,15,0,0,15,6.7,13.3,73.3,80,80,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,12.5,c,c,c,c,5,220,c,c,c,0.5,c,c,2,c,c,53.3,c,c,33.3,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Cornwall College,10001696,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Grimsby Institute of Further and Higher Education,10007938,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Guildford College of Further and Higher Education,10002815,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Hadlow College,10002843,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,50,0,0,50,2.2,6.5,78.3,91.3,91.3,c,c,c,c,c,c,c,c,35,14200,17900,22600,c,c,c,c,c,c,c,c,35,14200,17500,21500,c,c,c,c,25,20,c,c,c,c,10,220,c,c,0.5,c,c,2,c,c,54.3,c,c,17.4
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Leeds City College,10024962,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,15,0,0,15,0,8.3,83.3,91.7,91.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,50,c,c,c,c,5,200,c,c,c,0.7,c,c,2,c,c,16.7,c,c,8.3,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Moulton College,10004442,England,East Midlands,All,20,0,0,20,5,10,75,80,85,15,0,0,15,0,0,91.7,100,100,c,c,c,c,c,c,c,c,c,15,15700,19700,20800,15,11300,17900,30700,c,c,c,c,15,14600,19700,20800,15,11300,17900,30700,c,c,c,c,10,10,10,16.7,c,c,10,210,5,90,c,c,0.7,1,c,2,3,c,50,50,c,30,25,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Myerscough College,10004478,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Plumpton College,10005124,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Reaseheath College,10005404,England,North West,All,20,0,0,20,10.5,0,78.9,78.9,89.5,25,0,0,25,4.8,0,76.2,95.2,95.2,c,c,c,c,c,c,c,c,c,15,15000,16100,19300,15,17500,19700,20400,c,c,c,c,15,14600,16100,19300,20,16500,19500,20200,c,c,c,c,15,14.3,20,18.8,c,c,10,265,15,230,c,c,0.2,0.5,c,1,2,c,73.7,76.2,c,42.1,52.4,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,South Staffordshire College,10023526,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Sparsholt College,10006050,England,South East,All,40,0,0,40,0,9.9,57.7,78.9,90.1,65,0,0,65,3.2,6.3,82.5,88.9,90.5,40,0,2.5,40,5.1,5.1,82.1,89.7,89.7,20,11700,14600,17500,50,13900,16400,21500,35,15500,20100,26100,25,11000,14600,17500,50,13200,16100,20800,35,15500,20100,26700,20,28.9,35,27.3,30,14.8,10,225,15,210,10,185,0.5,0.7,0.8,2,2,3,53.5,52.4,69.2,22.5,22.2,25.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Further Education College,Warwickshire College,10007859,England,West Midlands,All,30,0,0,30,4.9,0,84.5,88,95.1,30,3.8,0,25,4,4.8,81.6,88.8,91.2,20,5.3,0,20,0,5.6,88.9,94.4,94.4,25,13900,17200,19700,25,16400,18600,21500,15,21500,24800,27700,25,13900,18200,20400,25,16400,18600,21500,20,17700,21900,27700,30,17.1,25,8.5,15,8.3,15,230,20,220,15,240,0.5,0.5,0.3,2,2,2,90.8,94.4,66.7,48.4,71.2,61.1
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Aberystwyth University,10007856,Wales,Wales,All,50,0,0,50,5.8,12.9,55.4,72.7,81.3,55,1.9,1.9,55,5.9,9.8,71.2,84.3,84.3,45,2.3,0,45,9.2,4.6,67.7,79.2,86.2,25,11300,15700,18200,35,16100,18200,21500,30,14200,17900,20800,25,11300,15700,18200,35,14600,18200,21500,30,14200,17500,21700,35,0,45,2.4,40,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,80.4,81.5,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Anglia Ruskin University,10000291,England,East of England,All,25,4.3,0,25,4.5,4.5,63.6,86.4,90.9,30,0,0,30,11.5,7.7,76.9,76.9,80.8,40,1.4,0,40,8.3,16.7,69.4,75,75,15,12400,14200,16400,20,13100,16800,19300,25,17500,20100,23700,15,13500,14600,16800,20,12800,16800,19300,25,17200,20100,23700,20,6.2,25,8.7,25,16,10,240,20,230,20,210,0.4,0.5,0.7,2,2,2,72.7,88.5,69.4,40.9,61.5,44.4
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Bangor University,10007857,Wales,Wales,All,15,0,0,15,0,18.2,27.3,54.5,81.8,15,0,0,15,0,7.7,84.6,92.3,92.3,c,c,c,c,c,c,c,c,c,c,c,c,c,15,13500,19700,21200,c,c,c,c,c,c,c,c,15,13500,19700,21200,c,c,c,c,10,11.1,15,9.1,c,c,NA,NA,NA,NA,c,c,NA,NA,c,NA,NA,c,81.8,84.6,c,0,0,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Birkbeck College,10007760,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Bournemouth University,10000824,England,South West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,0,0,20,29.4,11.8,52.9,58.8,58.8,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,25,c,c,c,c,5,240,c,c,0.3,c,c,2,c,c,23.5,c,c,5.9
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Canterbury Christ Church University,10001143,England,South East,All,20,0,0,20,0,6.2,75,81.2,93.8,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,15100,16600,18100,c,c,c,c,c,c,c,c,15,15100,16600,18100,c,c,c,c,c,c,c,c,15,21.4,c,c,c,c,10,240,c,c,c,c,0.4,c,c,2,c,c,87.5,c,c,43.8,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Cardiff Metropolitan University,10007854,Wales,Wales,All,20,0,0,20,5.4,0,78.4,89.2,94.6,15,0,3.3,15,6.9,0,86.2,93.1,93.1,20,0,0,20,10.5,0,89.5,89.5,89.5,15,19400,21400,24100,15,17900,23000,28100,20,16400,21400,25600,15,19400,21400,24100,15,17900,23000,28100,20,16400,21400,25600,20,17.6,10,35,20,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9,69,81.6,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Coventry University,10001726,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Glynd?r University,10007833,Wales,Wales,All,20,0,0,20,0,0,88.2,100,100,15,0,0,15,18.2,27.3,27.3,54.5,54.5,20,5.9,0,20,6.2,0,81.2,93.8,93.8,15,13500,14200,16800,c,c,c,c,c,c,c,c,15,13500,14200,16800,c,c,c,c,c,c,c,c,10,12.5,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,18.2,18.8,0,0,0
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Harper Adams University,10040812,England,West Midlands,All,195,0,0,195,3.1,7.9,80.1,88,89,170,0.6,0,170,4.7,4.1,80.5,90.5,91.1,c,c,c,c,c,c,c,c,c,150,19000,21500,24800,135,17500,23200,28500,c,c,c,c,155,18600,21200,24800,135,17500,23200,28500,c,c,c,c,180,1.7,155,5.9,c,c,125,260,115,260,c,c,0.2,0.2,c,1,1,c,92.1,90.5,c,63.9,65.7,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Harper Adams University College,10002901,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,115,2.7,0,110,2.7,4.5,85.5,92.7,92.7,c,c,c,c,c,c,c,c,90,16500,22100,28400,c,c,c,c,c,c,c,c,95,15700,21500,28100,c,c,c,c,80,3.8,c,c,c,c,55,240,c,c,0.3,c,c,2,c,c,71.8,c,c,48.2
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Heriot-Watt University,10007764,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Liverpool John Moores University,10003957,England,North West,All,20,0,0,20,0,11.1,61.1,88.9,88.9,20,0,0,20,0,0,100,100,100,20,5.9,0,20,6.2,0,87.5,93.8,93.8,15,9900,19700,21900,20,16200,24800,27700,15,15300,24500,27400,15,9900,19700,21900,20,16200,24800,27700,15,15300,24500,27400,15,0,15,7.1,10,10,15,240,10,255,10,280,0.4,0.3,0.1,2,2,1,83.3,87.5,62.5,61.1,62.5,43.8
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,London Metropolitan University,10004048,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,London South Bank University,10004078,England,London,All,c,c,c,c,c,c,c,c,c,20,5.3,0,20,33.3,0,66.7,66.7,66.7,20,0,0,20,6.2,18.8,56.2,68.8,75,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,0,0,0,c,c,5,250,0,250,c,0.3,0.2,c,2,1,c,16.7,0,c,11.1,0
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Oxford Brookes University,10004930,England,South East,All,45,0,0,45,9.5,9.5,69,78.6,81,30,0,0,30,10.7,10.7,75,78.6,78.6,c,c,c,c,c,c,c,c,c,30,10600,15700,18600,20,17100,19300,23100,c,c,c,c,30,10200,15300,18600,20,17100,19300,23100,c,c,c,c,15,13.3,20,5,c,c,15,260,15,220,c,c,0.2,0.5,c,1,2,c,35.7,71.4,c,28.6,46.4,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Royal Agricultural University,10005545,England,South West,All,75,0,0,75,3.7,14.4,66.4,73.7,81.9,75,0,1.1,75,9.3,7.1,65.4,81.5,83.7,65,2.9,1.2,60,9.5,7.4,79.3,83.2,83.2,45,16800,19700,24100,45,17200,20800,28100,45,19300,24100,29600,45,16800,19700,23400,50,17200,20400,27400,50,19100,23700,29600,60,9,65,5.1,50,11.3,50,220,50,240,40,240,0.6,0.3,0.3,2,2,2,84.5,86.1,79.5,65.3,66.5,65.7
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Sheffield Hallam University,10005790,England,Yorkshire and the Humber,All,35,0,0,35,3,4.4,86.7,91.1,92.6,35,0,0,35,5.8,7.2,84.1,87,87,50,2.8,2.1,50,3.7,5.2,85.9,91.1,91.1,30,18200,21500,24100,30,23000,25200,29200,40,22300,29900,34700,30,18200,21500,24100,30,23000,25200,29200,40,22300,29900,34700,35,10.8,35,6.3,45,0,30,240,30,260,45,240,0.4,0.2,0.3,2,1,2,96,91.3,89.6,78.3,78.3,89.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,SRUC,10005700,Scotland,Scotland,All,15,0,0,15,6.7,6.7,66.7,86.7,86.7,15,0,0,15,21.4,7.1,35.7,71.4,71.4,15,9.1,0,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,NA,0,c,c,NA,NA,NA,NA,c,c,NA,NA,c,NA,NA,c,0,0,c,0,0,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Staffordshire University,10006299,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Swansea Metropolitan University,10007846,Wales,Wales,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,Teesside University,10007161,England,North East,All,15,0,0,15,0,7.7,53.8,84.6,92.3,15,0,0,15,9.1,0,63.6,90.9,90.9,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,40,5,20,c,c,5,180,5,180,c,c,0.8,0.8,c,3,3,c,38.5,45.5,c,23.1,27.3,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The Manchester Metropolitan University,10004180,England,North West,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The Nottingham Trent University,10004797,England,East Midlands,All,110,0,0,110,0,4.6,70.4,89.8,95.4,85,0,0,85,6,4.8,81.9,88,89.2,80,5.1,0,75,8.1,4.1,82.4,86.5,87.8,75,11000,15000,18200,70,15000,18200,20800,55,13900,15700,21900,75,11000,15000,18200,70,15000,18200,20800,60,13500,15700,20800,90,14.8,60,12.1,55,12.7,50,240,45,240,40,220,0.4,0.3,0.5,2,2,2,81.5,69.9,74.3,44.4,49.4,48.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The Royal Veterinary College,10007779,England,London,All,50,0,2.2,45,0,0,42.2,82.2,100,40,0,0,40,2.5,0,40,82.5,97.5,60,3.4,0,60,1.8,5.4,60.7,87.5,92.9,20,14600,16800,23400,20,18200,25900,28700,35,25600,32100,34700,20,14600,16800,23400,20,18200,25900,28700,35,25600,32100,34700,45,13.6,40,23.7,55,9.6,35,300,35,320,45,320,0.1,0.1,0,1,1,1,97.8,95,92.9,77.8,87.5,78.6
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Aberdeen,10007783,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Brighton,10000886,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,0,0,20,12.5,12.5,68.8,75,75,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,25,c,c,c,c,10,240,c,c,0.3,c,c,2,c,c,50,c,c,43.8
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Bristol,10007786,England,South West,All,15,0,0,15,0,8.3,50,75,91.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,11.1,c,c,c,c,10,340,c,c,c,c,0,c,c,1,c,c,75,c,c,66.7,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Central Lancashire,10007141,England,North West,All,45,0,0,45,2.2,8.9,80,88.9,88.9,50,0,0,50,4.3,2.1,74.5,93.6,93.6,60,3.4,0,60,5.4,5.4,82.1,89.3,89.3,35,14200,16100,17900,35,12900,17300,19700,40,14900,17500,20800,35,13500,16100,17900,35,12900,17500,19700,45,14600,17400,20900,35,2.9,40,8.3,35,0,20,230,20,220,15,240,0.5,0.5,0.3,2,2,2,75.6,76.6,62.5,35.6,34,23.2
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Dundee,10007852,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of East Anglia,10007789,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Edinburgh,10007790,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Essex,10007791,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Glasgow,10007794,Scotland,Scotland,All,20,0,0,20,6.2,0,37.5,81.2,93.8,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,NA,0,c,c,c,c,NA,NA,c,c,c,c,NA,c,c,NA,c,c,0,c,c,0,c,c
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Greenwich,10007146,England,London,All,70,0,0,70,6.1,15.2,65.2,75.8,78.8,65,1.5,0,65,6.2,9.4,70.3,84.4,84.4,65,0,0,65,6.5,6.5,74.2,87.1,87.1,40,11300,16400,18600,45,8800,14400,18200,45,14600,19000,27000,40,11200,16400,18600,45,9500,15700,18200,45,14700,18800,25600,50,26.1,40,22.2,30,22.2,30,200,20,200,15,230,0.7,0.7,0.5,2,2,2,69.7,56.2,43.5,39.4,31.2,19.4
201718,Tax year,National,K03000001,Great Britain,Female,"Agriculture, food and related studies",Higher Education Institution,The University of Huddersfield,10007148,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
