time_period,time_identifier,geographic_level,country_code,country_name,sex,subject_name,inst_type,provider_name,ukprn,xinstc01,inst_region,current_region,grads_1YAG,unmatched_percent_1YAG,overseas_percent_1YAG,matched_1YAG,activity_not_captured_1YAG,no_sust_dest_1YAG,sust_emp_only_1YAG,sust_emp_with_or_without_fs_1YAG,sust_emp_fs_or_both_1YAG,grads_3YAG,unmatched_percent_3YAG,overseas_percent_3YAG,matched_3YAG,activity_not_captured_3YAG,no_sust_dest_3YAG,sust_emp_only_3YAG,sust_emp_with_or_without_fs_3YAG,sust_emp_fs_or_both_3YAG,grads_5YAG,unmatched_percent_5YAG,overseas_percent_5YAG,matched_5YAG,activity_not_captured_5YAG,no_sust_dest_5YAG,sust_emp_only_5YAG,sust_emp_with_or_without_fs_5YAG,sust_emp_fs_or_both_5YAG,PAYE_earnings_include_1YAG,PAYE_earnings_LQ_1YAG,PAYE_earnings_median_1YAG,PAYE_earnings_UQ_1YAG,PAYE_earnings_include_3YAG,PAYE_earnings_LQ_3YAG,PAYE_earnings_median_3YAG,PAYE_earnings_UQ_3YAG,PAYE_earnings_include_5YAG,PAYE_earnings_LQ_5YAG,PAYE_earnings_median_5YAG,PAYE_earnings_UQ_5YAG,total_earnings_include_1YAG,total_earnings_LQ_1YAG,total_earnings_median_1YAG,total_earnings_UQ_1YAG,total_earnings_include_3YAG,total_earnings_LQ_3YAG,total_earnings_median_3YAG,total_earnings_UQ_3YAG,total_earnings_include_5YAG,total_earnings_LQ_5YAG,total_earnings_median_5YAG,total_earnings_UQ_5YAG,POLAR_num_included_1YAG,POLAR_percent_1YAG,POLAR_num_included_3YAG,POLAR_percent_3YAG,POLAR_num_included_5YAG,POLAR_percent_5YAG,PA_num_included_1YAG,PA_median_1YAG,PA_num_included_3YAG,PA_median_3YAG,PA_num_included_5YAG,PA_median_5YAG,PA_rank_1YAG,PA_rank_3YAG,PA_rank_5YAG,PA_band_1YAG,PA_band_3YAG,PA_band_5YAG,POLAR_include_percent_1YAG,POLAR_include_percent_3YAG,POLAR_include_percent_5YAG,PA_include_percent_1YAG,PA_include_percent_3YAG,PA_include_percent_5YAG
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Loughborough University,10004113,England,East Midlands,All,25,0,0,25,4,4,76,84,92,20,0,0,20,10,5,60,75,85,20,0,0,20,0,0,75,90,100,20,11700,19300,23000,15,18600,26600,44500,15,25900,29200,37600,20,14600,19300,23000,15,18400,24100,34100,15,25900,29200,37600,25,0,20,0,20,5,25,300,15,300,20,320,0.3,0.3,0.1,2,2,1,100,100,100,96,75,95
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Middlesex University,10004351,England,London,All,c,c,c,c,c,c,c,c,c,15,0,0,15,0,15.4,69.2,84.6,84.6,15,8.3,0,15,9.1,0,54.5,81.8,90.9,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,33.3,5,100,c,c,5,240,5,208,c,0.7,0.9,c,2,3,c,46.2,9.1,c,38.5,9.1
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Oxford Brookes University,10004930,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,"Queen Margaret University, Edinburgh",10005337,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Queen Mary University of London,10007775,England,London,All,25,0,0,25,0,0,0,54.5,100,40,0,0,40,0,5.5,74.3,92.7,94.5,35,0,3.2,35,0,3.3,83.3,96.7,96.7,c,c,c,c,30,35400,38300,44500,30,40500,46400,48500,c,c,c,c,30,35400,38300,44500,30,40500,46400,48500,15,8.3,25,0,25,11.8,10,360,20,360,25,360,0,0,0,1,1,1,54.5,62.4,75.5,40.9,48.6,68.9
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Roehampton University,10007776,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Sheffield Hallam University,10005790,England,Yorkshire and the Humber,All,20,0,0,20,0,0,88.9,100,100,40,0,0.9,40,6.4,2.8,52.7,85.8,90.8,25,0,0,25,0,1.5,71.7,98.5,98.5,20,21700,23900,28700,20,21900,24500,25600,15,26300,28500,38300,20,21700,23900,28700,20,21900,24100,25600,15,26300,28500,38300,10,10,25,16.8,10,0,10,280,25,240,10,270,0.4,0.7,0.4,2,2,2,55.6,57.3,44.8,38.9,56.4,35.8
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,St George's Hospital Medical School,10007782,England,London,All,20,0,0,20,0,0,88.9,100,100,25,0,4,25,4.2,8.3,79.2,83.3,87.5,15,7.7,0,15,0,16.7,66.7,83.3,83.3,20,28000,31900,33800,20,27000,30700,37600,c,c,c,c,20,28000,31900,33800,20,27000,30700,37600,c,c,c,c,10,20,15,0,10,14.3,10,240,10,280,10,175,0.7,0.4,1,2,2,3,55.6,54.2,58.3,50,41.7,50
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Swansea University,10007855,Wales,Wales,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,Teesside University,10007161,England,North East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The City University,10001478,England,London,All,30,0,0,30,10.3,0,62.1,82.8,89.7,20,0,0,20,10,10,60,75,80,15,0,6.7,15,7.1,0,42.9,92.9,92.9,20,27000,32100,38000,15,29200,30700,38200,c,c,c,c,20,27000,32100,38000,15,29200,30700,38200,c,c,c,c,20,21.1,15,9.1,10,30,20,280,15,260,10,240,0.4,0.5,0.6,2,2,2,65.5,55,71.4,58.6,55,50
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The Manchester Metropolitan University,10004180,England,North West,All,15,0,0,15,0,0,76.9,84.6,100,15,0,0,15,0,6.7,80,93.3,93.3,15,0,0,15,0,0,81.8,100,100,c,c,c,c,15,25500,27200,30400,15,25200,28500,33600,c,c,c,c,15,25500,27200,30400,15,25200,28500,33600,15,9.1,5,20,5,18.2,10,185,5,180,5,280,1,1,0.4,3,3,2,84.6,33.3,25.1,46.2,33.3,20.5
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The Robert Gordon University,10005500,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Aberdeen,10007783,Scotland,Scotland,All,25,0,0,25,1.4,0,5.6,52.7,98.6,30,0,0,30,3.8,3.8,58.3,73.4,92.4,20,12.8,0,15,7.3,7.3,39,78.1,85.4,c,c,c,c,20,23000,38500,42700,c,c,c,c,c,c,c,c,20,25600,38500,42700,c,c,c,c,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Bradford,10007785,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Bristol,10007786,England,South West,All,65,0,0,65,0,6.2,24.6,61.5,93.8,50,0,0,50,6.4,2.1,29.8,78.7,91.5,60,1.7,3.4,55,5.5,7.3,61.8,80,87.3,15,4400,16100,23400,15,23400,30500,34700,35,25700,40200,45800,20,6000,17100,23100,15,23400,30500,34700,35,25700,40200,45800,55,10.9,45,2.4,55,7.8,50,360,35,360,50,360,0,0,0,1,1,1,84.6,89.4,92.7,76.9,74.5,83.6
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Central Lancashire,10007141,England,North West,All,c,c,c,c,c,c,c,c,c,15,0,0,15,6.7,6.7,73.3,86.7,86.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,50,c,c,c,c,5,260,c,c,c,0.5,c,c,2,c,c,26.7,c,c,20,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Dundee,10007852,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of East Anglia,10007789,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of East London,10007144,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Edinburgh,10007790,Scotland,Scotland,All,25,0,0,25,4.4,2.2,1.4,29.2,93.4,25,0,1.4,25,8.8,1.5,28.7,77.9,89.7,35,0,0,35,11.4,2.9,57.1,74.3,85.7,c,c,c,c,c,c,c,c,20,30300,37200,43800,c,c,c,c,c,c,c,c,20,29700,36900,43500,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Essex,10007791,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Exeter,10007792,England,South West,All,20,0,0,20,0,10,70,85,90,15,0,0,15,0,0,69.2,100,100,15,0,0,15,6.7,0,80,93.3,93.3,15,24800,27700,30700,c,c,c,c,15,27900,29900,35200,15,24800,27700,30700,c,c,c,c,15,27900,29900,35200,15,8.3,10,0,15,8.3,15,300,10,300,15,280,0.3,0.3,0.4,2,2,2,60,53.8,80,60,53.8,73.3
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Glasgow,10007794,Scotland,Scotland,All,25,0,0,25,6,4.5,9,53.7,89.5,35,0,0,35,5.8,4.7,48.4,70.5,89.5,30,1.2,0,30,4.9,11,41.7,80.4,84,c,c,c,c,20,15000,25900,37600,15,20800,28800,34300,c,c,c,c,20,15000,25900,37600,15,20800,28800,34300,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Huddersfield,10007148,England,Yorkshire and the Humber,All,15,0,0,15,2.9,0,64.7,91.2,97.1,c,c,c,c,c,c,c,c,c,25,0,0,25,8.1,1.6,64.6,80.7,90.3,c,c,c,c,c,c,c,c,15,25900,27700,31000,c,c,c,c,c,c,c,c,15,25900,28500,31000,10,12,c,c,15,14.7,10,300,c,c,15,270,0.3,c,0.4,2,c,2,73.5,c,55,73.5,c,55
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Hull,10007149,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Keele,10007767,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Leeds,10007795,England,Yorkshire and the Humber,All,85,0,0,85,4.1,3.5,33.5,64.1,92.4,95,1.1,0,95,2.7,6.9,58.5,80.3,90.4,95,1.1,2.1,95,8.2,4.4,55.2,83.1,87.4,30,17900,23400,27000,55,26600,33400,39800,50,24100,38300,46700,30,17900,23400,27000,55,26600,33400,39800,50,24100,37200,46700,70,6.8,85,10.8,85,3.6,60,340,85,340,80,320,0.1,0.1,0.1,1,1,1,77.6,88.8,91.8,68.8,85.6,85.2
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Leicester,10007796,England,East Midlands,All,20,5.4,0,20,5.8,0,30.8,63.5,94.2,15,0,0,15,5.1,0,25.6,64.1,94.9,20,0,0,20,4.5,6.7,24.5,68.9,88.9,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,6.1,15,7.7,15,7,15,320,15,340,15,320,0.2,0.1,0.1,1,1,1,94.2,100,95.5,78.9,87.2,88.9
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Liverpool,10006842,England,North West,All,35,0,0,35,0,0,67.6,85.3,100,40,0,0,40,2.6,2.6,38.5,69.2,94.9,40,2.8,0,35,8.6,2.9,50,82.9,88.6,25,20800,24100,28800,15,25200,29200,32800,20,20800,33600,37600,25,20800,24100,28800,15,25200,29200,32800,20,20800,33600,37600,30,10.3,35,6.5,25,2.1,25,320,30,300,25,300,0.2,0.3,0.3,1,2,2,85.3,79.5,67.1,73.5,69.2,62.9
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Manchester,10007798,England,North West,All,60,0,0,60,2.2,11.7,24.9,51.7,86,50,0,0,50,9.7,7.3,58.5,74.1,83.1,85,1.2,1.9,80,13.2,7.5,54.7,73.9,79.3,15,20100,21500,27700,30,25200,33600,41600,40,28700,38300,43800,15,20100,21500,27700,30,24100,33600,39400,45,28500,38300,43800,60,14.8,50,5.6,75,6,50,340,45,340,70,340,0.1,0.1,0.1,1,1,1,96.1,97.9,95.5,81.3,83.7,87
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Northampton,10007138,England,East Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Oxford,10007774,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,0,8.4,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Portsmouth,10007155,England,South East,All,35,0,0,35,9.7,6.5,61.3,74.2,83.9,30,0,0,30,0,3.6,78.6,92.9,96.4,20,0,0,20,6.2,6.2,87.5,87.5,87.5,20,16100,26100,36100,25,24500,26300,34300,15,28800,32500,38700,20,16100,26100,36100,25,24500,26300,34300,15,26600,32300,38700,20,17.6,20,25,10,22.2,15,260,15,240,10,240,0.6,0.7,0.6,2,2,2,54.8,57.1,56.2,41.9,50,43.8
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Reading,10007802,England,South East,All,15,0,0,15,0,8.8,53,73.5,91.2,25,4.8,0,20,10,0,45,75,90,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,9.7,20,11.1,c,c,15,300,20,320,c,c,0.3,0.2,c,2,1,c,91.2,90,c,91.2,85,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Salford,10007156,England,North West,All,20,0,0,20,0,5,85,90,95,15,0,0,15,4.3,0,78.3,95.7,95.7,25,9.3,4.7,20,10.8,10.8,62.2,78.4,78.4,20,23700,28500,30700,c,c,c,c,c,c,c,c,20,23700,28500,30700,c,c,c,c,15,26300,28800,36100,10,0,5,16.7,5,20,5,240,5,250,5,300,0.7,0.7,0.3,2,2,2,30,26.1,13.5,22.5,26.1,8.1
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Sheffield,10007157,England,Yorkshire and the Humber,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Southampton,10007158,England,South East,All,20,0,0,20,5.3,0,68.4,84.2,94.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,15,22600,26600,34300,c,c,c,c,c,c,c,c,15,22600,26600,34300,c,c,c,c,c,c,c,c,20,6.2,c,c,c,c,15,310,c,c,c,c,0.3,c,c,2,c,c,84.2,c,c,63.2,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of St Andrews,10007803,Scotland,Scotland,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Sunderland,10007159,England,North East,All,c,c,c,c,c,c,c,c,c,15,0,0,15,15.4,7.7,30.8,69.2,76.9,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5,0,c,c,c,c,5,290,c,c,c,0.4,c,c,2,c,c,30.8,c,c,15.4,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Surrey,10007160,England,South East,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Sussex,10007806,England,South East,All,15,0,0,15,3.3,6.7,4.4,47.8,90,20,0,0,20,6.9,18.1,36.2,56.9,75,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,10,11.1,15,4.3,c,c,10,320,15,340,c,c,0.2,0.1,c,1,1,c,60,59.5,c,40,54.3,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of West London,10006566,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Westminster,10007165,England,London,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,The University of Wolverhampton,10007166,England,West Midlands,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University Campus Suffolk,10014001,England,East of England,All,20,0,0,20,5.3,0,89.5,89.5,94.7,20,0,0,20,12.5,0,68.8,81.2,87.5,20,0,0,20,0,0,77.8,100,100,20,22300,23700,26600,15,25900,31800,36500,15,16300,29000,42500,20,22300,23700,26600,15,25900,31800,36500,15,16100,28800,42000,10,14.3,5,0,5,0,5,280,5,220,5,255,0.4,0.9,0.5,2,3,2,36.8,18.8,22.2,15.8,18.8,22.2
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University College London,10007784,England,London,All,80,1.3,0,80,0.4,0.4,9,36.5,99.1,70,0,0,70,3.6,1,12.5,83.4,95.4,65,0,0,65,11,10.2,56.5,70.2,78.8,c,c,c,c,c,c,c,c,35,32100,39800,46400,c,c,c,c,c,c,c,c,40,32100,39800,46400,80,4.4,70,12.1,60,4.5,70,360,60,360,55,360,0,0,0,1,1,1,97,95.4,94.9,86.1,86.1,85.2
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Bedfordshire,10007152,England,East of England,All,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Cumbria,10007842,England,North West,All,25,0,0,25,4.3,0,87,91.3,95.7,25,0,0,25,0,0,81,100,100,15,0,0,15,6.7,0,73.3,86.7,93.3,20,23900,25200,28100,20,28100,31000,36500,15,27000,29600,35400,20,23900,25200,28100,20,28100,31000,36500,15,27000,29600,35400,15,0,10,14.3,10,16.7,15,210,10,260,5,220,0.9,0.5,0.7,3,2,2,65.2,33.3,40,47.8,28.6,33.3
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Derby,10007851,England,East Midlands,All,15,0,0,15,0,0,90.9,100,100,15,6.7,0,15,7.1,0,85.7,92.9,92.9,15,0,0,15,0,0,100,100,100,c,c,c,c,15,29500,32700,37500,15,29200,32800,44900,c,c,c,c,15,29500,32700,37500,15,29200,32800,44900,10,0,10,16.7,5,33.3,10,285,5,225,5,245,0.4,0.9,0.6,2,3,2,54.5,42.9,27.3,54.5,28.6,27.3
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Hertfordshire,10007147,England,East of England,All,45,4.8,0,40,5,10,75,85,85,30,0,0,30,7.1,10.7,57.1,82.1,82.1,40,2.8,0,35,2.9,5.7,74.3,91.4,91.4,30,23700,27600,33600,20,28400,33800,36700,30,28500,37200,42700,30,23700,27600,33600,20,28400,34500,37900,30,28500,37200,42700,20,17.6,15,23.1,15,16.7,15,250,10,260,10,195,0.7,0.5,0.9,2,2,3,42.5,46.4,34.3,35,28.6,28.6
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Newcastle-upon-Tyne,10007799,England,North East,All,20,0,0,20,5,0,30,95,95,15,7.1,7.1,15,0,16.7,50,66.7,83.3,20,0,5,20,5.3,5.3,52.6,84.2,89.5,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,20,17.6,15,8.3,20,5.9,20,340,15,320,20,320,0.1,0.2,0.1,1,1,1,85,100,89.5,85,91.7,84.2
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Nottingham,10007154,England,East Midlands,All,25,0,0,25,4.1,4.1,43.8,75.3,91.8,15,0,0,15,14.3,7.1,38.1,64.3,78.6,15,0,0,15,5.1,5.1,53.8,76.9,89.7,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,25,17.9,15,11.9,15,0,25,340,15,320,15,320,0.1,0.2,0.1,1,1,1,91.8,100,100,83.6,85.7,100
201718,Tax year,National,K03000001,Great Britain,Male,Medical sciences,Higher Education Institution,University of Plymouth,10007801,England,South West,All,35,0,0,35,0,3.2,35.5,83.9,96.8,50,0,0,50,8.3,2.1,50,66.7,89.6,c,c,c,c,c,c,c,c,c,15,12400,17500,23400,25,20200,22100,28200,c,c,c,c,15,12400,17500,23400,25,20200,22100,28200,c,c,c,c,30,7.1,45,15.6,c,c,20,260,40,280,c,c,0.6,0.4,c,2,2,c,90.3,93.8,c,64.5,83.3,c
