sex,subject,stem,provider,ukprn,region,yag,paye,polar,pa
Male,History and archaeology,Non-STEM,The University of Manchester,10007798,North West,3,25200,4.2,329.2063492
Male,History and archaeology,Non-STEM,The University of Northampton,10007138,East Midlands,3,17500,14.9,209.4444444
Male,History and archaeology,Non-STEM,The University of Oxford,10007774,South East,3,33600,7.3,360
Male,History and archaeology,Non-STEM,The University of Portsmouth,10007155,South East,3,25200,24.1,250.6818182
Male,History and archaeology,Non-STEM,The University of Reading,10007802,South East,3,24100,7.9,298.8288288
Male,History and archaeology,Non-STEM,The University of Salford,10007156,North West,3,20400,3.3,241.494152
Male,History and archaeology,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,24100,1.8,330.1666667
Male,History and archaeology,Non-STEM,The University of Southampton,10007158,South East,3,25600,6,328.1560284
Male,History and archaeology,Non-STEM,The University of St Andrews,10007803,Scotland,3,29900,0,244.2776253
Male,History and archaeology,Non-STEM,The University of Stirling,10007804,Scotland,3,21500,0,244.2776253
Male,History and archaeology,Non-STEM,The University of Strathclyde,10007805,Scotland,3,21200,0,244.2776253
Male,History and archaeology,Non-STEM,The University of Sussex,10007806,South East,3,23700,12,318.2905983
Male,History and archaeology,Non-STEM,The University of Warwick,10007163,West Midlands,3,30300,5.8,346.9444444
Male,History and archaeology,Non-STEM,The University of Westminster,10007165,London,3,26300,14.6,244.1935484
Male,History and archaeology,Non-STEM,The University of Winchester,10003614,South East,3,20800,13.9,241.6666667
Male,History and archaeology,Non-STEM,The University of Wolverhampton,10007166,West Midlands,3,21900,12.1,185.9009009
Male,History and archaeology,Non-STEM,The University of York,10007167,Yorkshire and the Humber,3,26600,5.4,331.2280702
Male,History and archaeology,Non-STEM,University College London,10007784,London,3,28100,7.6,355.6666667
Male,History and archaeology,Non-STEM,University of Chester,10007848,North West,3,18100,7.8,234.1534392
Male,History and archaeology,Non-STEM,University of Derby,10007851,East Midlands,3,19000,14,208.3472222
Male,History and archaeology,Non-STEM,University of Durham,10007143,North East,3,33600,3.4,352.5
Male,History and archaeology,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,3,23700,5.6,323.115942
Male,History and archaeology,Non-STEM,University of Northumbria at Newcastle,10001282,North East,3,23000,11.4,260.4365079
Male,History and archaeology,Non-STEM,University of Nottingham,10007154,East Midlands,3,28100,3.6,330.3773585
Male,History and archaeology,Non-STEM,University of Plymouth,10007801,South West,3,20100,24.3,247.3863636
Male,History and archaeology,Non-STEM,"University of the West of England, Bristol",10007164,South West,3,21900,19.4,244.3617021
Male,History and archaeology,Non-STEM,University of Wales Trinity Saint David,10007858,Wales,3,19300,12.3,244.2776253
Male,History and archaeology,Non-STEM,University of Worcester,10007139,West Midlands,3,18600,13.7,229.348659
Male,History and archaeology,Non-STEM,York St John University,10007713,Yorkshire and the Humber,3,20600,14.7,234.047619
Male,Languages and area studies,Non-STEM,Cardiff University,10007814,Wales,3,26300,4.2,244.2776253
Male,Languages and area studies,Non-STEM,King's College London,10003645,London,3,24100,3.3,341.7156863
Male,Languages and area studies,Non-STEM,The Open University,10007773,South East,3,24500,0,258.3431805
Male,Languages and area studies,Non-STEM,The School of Oriental and African Studies,10007780,London,3,25900,8.3,336.0606061
Male,Languages and area studies,Non-STEM,The University of Bath,10007850,South West,3,32500,3.6,348.0246914
Male,Languages and area studies,Non-STEM,The University of Birmingham,10006840,West Midlands,3,26300,5.3,330.0740741
Male,Languages and area studies,Non-STEM,The University of Bristol,10007786,South West,3,35400,4.2,354.7619048
Male,Languages and area studies,Non-STEM,The University of Cambridge,10007788,East of England,3,33600,2.2,360
Male,Languages and area studies,Non-STEM,The University of Edinburgh,10007790,Scotland,3,29700,0,244.2776253
Male,Languages and area studies,Non-STEM,The University of Exeter,10007792,South West,3,30800,2.1,340.4273504
Male,Languages and area studies,Non-STEM,The University of Glasgow,10007794,Scotland,3,23000,0,244.2776253
Male,Languages and area studies,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,3,21700,5.3,259.7435897
Male,Languages and area studies,Non-STEM,The University of Kent,10007150,South East,3,22600,24.8,275.4166667
Male,Languages and area studies,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,29200,2.8,326.5306122
Male,Languages and area studies,Non-STEM,The University of Leicester,10007796,East Midlands,3,26600,9.2,310.6862745
Male,Languages and area studies,Non-STEM,The University of Manchester,10007798,North West,3,27000,5.5,329.2063492
Male,Languages and area studies,Non-STEM,The University of Oxford,10007774,South East,3,35400,4.6,360
Male,Languages and area studies,Non-STEM,The University of Portsmouth,10007155,South East,3,23700,12.6,250.6818182
Male,Languages and area studies,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,24800,8.8,330.1666667
Male,Languages and area studies,Non-STEM,The University of Southampton,10007158,South East,3,25700,12.5,328.1560284
Male,Languages and area studies,Non-STEM,The University of Warwick,10007163,West Midlands,3,25900,11.2,346.9444444
Male,Languages and area studies,Non-STEM,University College London,10007784,London,3,35800,6.5,355.6666667
Male,Languages and area studies,Non-STEM,University of Durham,10007143,North East,3,33800,0,352.5
Male,Languages and area studies,Non-STEM,University of Nottingham,10007154,East Midlands,3,28100,7.3,330.3773585
Male,Law,Non-STEM,Anglia Ruskin University,10000291,East of England,3,19700,32.1,213.9780702
Male,Law,Non-STEM,Birmingham City University,10007140,West Midlands,3,22600,15.2,237.5448029
Male,Law,Non-STEM,Bournemouth University,10000824,South West,3,27000,20,258.3908046
Male,Law,Non-STEM,Brunel University London,10000961,London,3,29200,4.5,271.2091503
Male,Law,Non-STEM,Canterbury Christ Church University,10001143,South East,3,33900,21.1,215.745614
Male,Law,Non-STEM,Cardiff University,10007814,Wales,3,23700,3.5,244.2776253
Male,Law,Non-STEM,Coventry University,10001726,West Midlands,3,24100,12.3,231.25
Male,Law,Non-STEM,De Montfort University,10001883,East Midlands,3,22600,11.8,228.1944444
Male,Law,Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,3,21200,18,226.7222222
Male,Law,Non-STEM,Liverpool John Moores University,10003957,North West,3,23400,13.1,236.3049096
Male,Law,Non-STEM,London School of Economics and Political Science,10004063,London,3,39400,8.6,357.254902
Male,Law,Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,3,22300,11.5,239.4481481
Male,Law,Non-STEM,Staffordshire University,10006299,West Midlands,3,23700,18.8,202.9139957
Male,Law,Non-STEM,Swansea University,10007855,Wales,3,21900,5.3,244.2776253
Male,Law,Non-STEM,The City University,10001478,London,3,25200,5.9,288.6111111
Male,Law,Non-STEM,The Manchester Metropolitan University,10004180,North West,3,17900,16.9,240.9294872
Male,Law,Non-STEM,The Nottingham Trent University,10004797,East Midlands,3,24500,12.1,245.0845411
Male,Law,Non-STEM,The Open University,10007773,South East,3,29400,0,258.3431805
Male,Law,Non-STEM,The University of Birmingham,10006840,West Midlands,3,27400,10,330.0740741
Male,Law,Non-STEM,The University of Bradford,10007785,Yorkshire and the Humber,3,19000,20.3,211.1309524
Male,Law,Non-STEM,The University of Bristol,10007786,South West,3,36100,2.2,354.7619048
Male,Law,Non-STEM,The University of Cambridge,10007788,East of England,3,45600,0,360
Male,Law,Non-STEM,The University of Central Lancashire,10007141,North West,3,19000,9.5,230.8014184
Male,Law,Non-STEM,The University of East Anglia,10007789,East of England,3,26300,15.8,307.4119241
Male,Law,Non-STEM,The University of East London,10007144,London,3,20400,13.3,182.2569444
Male,Law,Non-STEM,The University of Edinburgh,10007790,Scotland,3,27700,0,244.2776253
Male,Law,Non-STEM,The University of Exeter,10007792,South West,3,29600,8.6,340.4273504
Male,Law,Non-STEM,The University of Glasgow,10007794,Scotland,3,28800,0,244.2776253
Male,Law,Non-STEM,The University of Greenwich,10007146,London,3,27400,8.5,214.4489612
Male,Law,Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,3,19700,20.4,236.1315789
Male,Law,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,3,21900,10,259.7435897
Male,Law,Non-STEM,The University of Keele,10007767,West Midlands,3,23400,12.6,276.372549
Male,Law,Non-STEM,The University of Kent,10007150,South East,3,25600,14.1,275.4166667
Male,Law,Non-STEM,The University of Lancaster,10007768,North West,3,25200,6.5,319.7916667
Male,Law,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,29900,5.4,326.5306122
Male,Law,Non-STEM,The University of Leicester,10007796,East Midlands,3,27700,2.7,310.6862745
Male,Law,Non-STEM,The University of Lincoln,10007151,East Midlands,3,27400,23.5,242.1354167
Male,Law,Non-STEM,The University of Liverpool,10006842,North West,3,25600,7.8,313.877551
Male,Law,Non-STEM,The University of Manchester,10007798,North West,3,28500,10.1,329.2063492
Male,Law,Non-STEM,The University of Northampton,10007138,East Midlands,3,23000,12.5,209.4444444
Male,Law,Non-STEM,The University of Oxford,10007774,South East,3,45600,7.9,360
Male,Law,Non-STEM,The University of Reading,10007802,South East,3,32800,12.5,298.8288288
Male,Law,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,25900,8.2,330.1666667
Male,Law,Non-STEM,The University of Southampton,10007158,South East,3,34300,6.8,328.1560284
Male,Law,Non-STEM,The University of Strathclyde,10007805,Scotland,3,24500,0,244.2776253
Male,Law,Non-STEM,The University of Sussex,10007806,South East,3,28100,10.8,318.2905983
Male,Law,Non-STEM,The University of the West of Scotland,10007800,Scotland,3,19700,0,244.2776253
Male,Law,Non-STEM,The University of Warwick,10007163,West Midlands,3,48500,6.9,346.9444444
Male,Law,Non-STEM,The University of Westminster,10007165,London,3,26600,20.9,244.1935484
Male,Law,Non-STEM,The University of Wolverhampton,10007166,West Midlands,3,20400,14.2,185.9009009
Male,Law,Non-STEM,The University of York,10007167,Yorkshire and the Humber,3,27400,8.3,331.2280702
Male,Law,Non-STEM,University College London,10007784,London,3,40200,0,355.6666667
Male,Law,Non-STEM,University of Chester,10007848,North West,3,20100,11.8,234.1534392
Male,Law,Non-STEM,University of Durham,10007143,North East,3,28800,13.4,352.5
Male,Law,Non-STEM,University of Hertfordshire,10007147,East of England,3,21200,8.5,238.375
Male,Law,Non-STEM,University of Newcastle-upon-Tyne,10007799,North East,3,31800,8.1,323.115942
Male,Law,Non-STEM,University of Northumbria at Newcastle,10001282,North East,3,23700,16.2,260.4365079
Male,Law,Non-STEM,University of Nottingham,10007154,East Midlands,3,28100,4.9,330.3773585
Male,Law,Non-STEM,University of Plymouth,10007801,South West,3,23400,17.1,247.3863636
Male,Law,Non-STEM,University of South Wales,10007793,Wales,3,19700,2.7,244.2776253
Male,Law,Non-STEM,"University of the West of England, Bristol",10007164,South West,3,24300,18.2,244.3617021
Male,Materials and technology,STEM,Buckinghamshire New University,10000975,South East,3,20800,7.8,191.0277778
Male,Materials and technology,STEM,Coventry University,10001726,West Midlands,3,24100,10,231.25
Male,Materials and technology,STEM,De Montfort University,10001883,East Midlands,3,19700,7.4,228.1944444
Male,Materials and technology,STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,3,18200,5.1,226.7222222
Male,Materials and technology,STEM,Liverpool John Moores University,10003957,North West,3,19300,11.5,236.3049096
Male,Materials and technology,STEM,London Metropolitan University,10004048,London,3,17500,8.3,184.3207071
Male,Materials and technology,STEM,Loughborough University,10004113,East Midlands,3,32100,9.7,306.8518519
Male,Materials and technology,STEM,Southampton Solent University,10006022,South East,3,32100,9.7,204.0800866
Male,Materials and technology,STEM,Staffordshire University,10006299,West Midlands,3,19000,14.1,202.9139957
Male,Materials and technology,STEM,The Open University,10007773,South East,3,41600,0,258.3431805
Male,Materials and technology,STEM,University of Derby,10007851,East Midlands,3,22300,9.1,208.3472222
Male,Materials and technology,STEM,University of Newcastle-upon-Tyne,10007799,North East,3,35400,3.2,323.115942
Male,Materials and technology,STEM,University of Plymouth,10007801,South West,3,25000,16,247.3863636
Male,Materials and technology,STEM,"University of the West of England, Bristol",10007164,South West,3,21900,8.2,244.3617021
Male,Mathematical sciences,STEM,Aberystwyth University,10007856,Wales,3,20600,8.6,244.2776253
Male,Mathematical sciences,STEM,Aston University,10007759,West Midlands,3,27000,3.3,299.9275362
Male,Mathematical sciences,STEM,Brunel University London,10000961,London,3,28800,8.3,271.2091503
Male,Mathematical sciences,STEM,Cardiff University,10007814,Wales,3,32500,8.9,244.2776253
Male,Mathematical sciences,STEM,Heriot-Watt University,10007764,Scotland,3,30300,0,244.2776253
Male,Mathematical sciences,STEM,"Imperial College of Science, Technology and Medicine",10003270,London,3,43100,10,359.5833333
Male,Mathematical sciences,STEM,King's College London,10003645,London,3,34700,6.8,341.7156863
Male,Mathematical sciences,STEM,Kingston University,10003678,London,3,24100,3.6,226.2954545
Male,Mathematical sciences,STEM,London School of Economics and Political Science,10004063,London,3,39800,4,357.254902
Male,Mathematical sciences,STEM,Loughborough University,10004113,East Midlands,3,31400,3.5,306.8518519
Male,Mathematical sciences,STEM,Queen Mary University of London,10007775,London,3,27400,12,314.9166667
Male,Mathematical sciences,STEM,Royal Holloway and Bedford New College,10005553,South East,3,30700,8,307.9012346
Male,Mathematical sciences,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,3,29900,9.8,239.4481481
Male,Mathematical sciences,STEM,Swansea University,10007855,Wales,3,25900,7.3,244.2776253
Male,Mathematical sciences,STEM,The City University,10001478,London,3,27700,8.5,288.6111111
Male,Mathematical sciences,STEM,The Manchester Metropolitan University,10004180,North West,3,23500,8.6,240.9294872
Male,Mathematical sciences,STEM,The Nottingham Trent University,10004797,East Midlands,3,24500,20.2,245.0845411
Male,Mathematical sciences,STEM,The Open University,10007773,South East,3,33900,4.8,258.3431805
Male,Mathematical sciences,STEM,The University of Bath,10007850,South West,3,35400,8.3,348.0246914
Male,Mathematical sciences,STEM,The University of Birmingham,10006840,West Midlands,3,31000,8.6,330.0740741
Male,Mathematical sciences,STEM,The University of Brighton,10000886,South East,3,28500,18.5,266.8121693
Male,Mathematical sciences,STEM,The University of Bristol,10007786,South West,3,34700,10.6,354.7619048
Male,Mathematical sciences,STEM,The University of Cambridge,10007788,East of England,3,40000,7.7,360
Male,Mathematical sciences,STEM,The University of East Anglia,10007789,East of England,3,29900,23.5,307.4119241
Male,Mathematical sciences,STEM,The University of Edinburgh,10007790,Scotland,3,30300,0,244.2776253
Male,Mathematical sciences,STEM,The University of Exeter,10007792,South West,3,28100,13,340.4273504
Male,Mathematical sciences,STEM,The University of Glasgow,10007794,Scotland,3,32100,0,244.2776253
Male,Mathematical sciences,STEM,The University of Greenwich,10007146,London,3,26600,15.3,214.4489612
Male,Mathematical sciences,STEM,The University of Keele,10007767,West Midlands,3,27700,11.2,276.372549
Male,Mathematical sciences,STEM,The University of Kent,10007150,South East,3,27200,14.4,275.4166667
Male,Mathematical sciences,STEM,The University of Lancaster,10007768,North West,3,28500,11,319.7916667
Male,Mathematical sciences,STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,30300,10.5,326.5306122
Male,Mathematical sciences,STEM,The University of Leicester,10007796,East Midlands,3,28800,5.4,310.6862745
Male,Mathematical sciences,STEM,The University of Liverpool,10006842,North West,3,26600,8.8,313.877551
Male,Mathematical sciences,STEM,The University of Manchester,10007798,North West,3,30300,6.1,329.2063492
Male,Mathematical sciences,STEM,The University of Oxford,10007774,South East,3,40200,4.2,360
Male,Mathematical sciences,STEM,The University of Portsmouth,10007155,South East,3,28500,17,250.6818182
Male,Mathematical sciences,STEM,The University of Reading,10007802,South East,3,27400,15.7,298.8288288
Male,Mathematical sciences,STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,28100,7.9,330.1666667
Male,Mathematical sciences,STEM,The University of Southampton,10007158,South East,3,29900,14.4,328.1560284
Male,Mathematical sciences,STEM,The University of St Andrews,10007803,Scotland,3,31400,0,244.2776253
Male,Mathematical sciences,STEM,The University of Strathclyde,10007805,Scotland,3,24100,0,244.2776253
Male,Mathematical sciences,STEM,The University of Surrey,10007160,South East,3,34300,6.5,311.7333333
Male,Mathematical sciences,STEM,The University of Sussex,10007806,South East,3,28100,14.3,318.2905983
Male,Mathematical sciences,STEM,The University of Warwick,10007163,West Midlands,3,35800,6.2,346.9444444
Male,Mathematical sciences,STEM,The University of York,10007167,Yorkshire and the Humber,3,29600,12.2,331.2280702
Male,Mathematical sciences,STEM,University College London,10007784,London,3,39400,7.5,355.6666667
Male,Mathematical sciences,STEM,University of Durham,10007143,North East,3,35400,3.2,352.5
Male,Mathematical sciences,STEM,University of Hertfordshire,10007147,East of England,3,27900,9.8,238.375
Male,Mathematical sciences,STEM,University of Newcastle-upon-Tyne,10007799,North East,3,26600,12,323.115942
Male,Mathematical sciences,STEM,University of Nottingham,10007154,East Midlands,3,31800,5.4,330.3773585
Male,Mathematical sciences,STEM,University of Plymouth,10007801,South West,3,28800,15.8,247.3863636
Male,Mathematical sciences,STEM,University of South Wales,10007793,Wales,3,22600,0,244.2776253
Male,Mathematical sciences,STEM,"University of the West of England, Bristol",10007164,South West,3,28100,11.4,244.3617021
Male,"Media, journalism and communications",Non-STEM,Aberystwyth University,10007856,Wales,3,17200,7.7,244.2776253
Male,"Media, journalism and communications",Non-STEM,Anglia Ruskin University,10000291,East of England,3,18600,24.3,213.9780702
Male,"Media, journalism and communications",Non-STEM,Bath Spa University,10000571,South West,3,22300,18.8,249.6825397
Male,"Media, journalism and communications",Non-STEM,Birmingham City University,10007140,West Midlands,3,20300,14.5,237.5448029
Male,"Media, journalism and communications",Non-STEM,Bournemouth University,10000824,South West,3,24600,9.5,258.3908046
Male,"Media, journalism and communications",Non-STEM,Buckinghamshire New University,10000975,South East,3,21900,7.7,191.0277778
Male,"Media, journalism and communications",Non-STEM,Canterbury Christ Church University,10001143,South East,3,20400,18.3,215.745614
Male,"Media, journalism and communications",Non-STEM,Cardiff University,10007814,Wales,3,22600,5.6,244.2776253
Male,"Media, journalism and communications",Non-STEM,Coventry University,10001726,West Midlands,3,19500,5.6,231.25
Male,"Media, journalism and communications",Non-STEM,De Montfort University,10001883,East Midlands,3,19700,11.1,228.1944444
Male,"Media, journalism and communications",Non-STEM,Edge Hill University,10007823,North West,3,17900,12.6,212.7037037
Male,"Media, journalism and communications",Non-STEM,Edinburgh Napier University,10007772,Scotland,3,18600,0,244.2776253
Male,"Media, journalism and communications",Non-STEM,Falmouth University,10008640,South West,3,20800,15.6,248.3333333
Male,"Media, journalism and communications",Non-STEM,Glasgow Caledonian University,10007762,Scotland,3,21500,0,244.2776253
Male,"Media, journalism and communications",Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,3,24100,5.8,226.7222222
Male,"Media, journalism and communications",Non-STEM,Leeds Trinity University,10003863,Yorkshire and the Humber,3,20800,10.4,207.9166667
Male,"Media, journalism and communications",Non-STEM,Liverpool John Moores University,10003957,North West,3,19900,11,236.3049096
Male,"Media, journalism and communications",Non-STEM,London Metropolitan University,10004048,London,3,19700,8,184.3207071
Male,"Media, journalism and communications",Non-STEM,Loughborough University,10004113,East Midlands,3,32100,0,306.8518519
Male,"Media, journalism and communications",Non-STEM,Middlesex University,10004351,London,3,20400,13.5,198.25
Male,"Media, journalism and communications",Non-STEM,Oxford Brookes University,10004930,South East,3,19000,3.7,273.3194444
Male,"Media, journalism and communications",Non-STEM,"Queen Margaret University, Edinburgh",10005337,Scotland,3,20400,0,244.2776253
Male,"Media, journalism and communications",Non-STEM,Ravensbourne,10005389,London,3,21900,17.5,235
Male,"Media, journalism and communications",Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,3,19700,5,239.4481481
Male,"Media, journalism and communications",Non-STEM,Southampton Solent University,10006022,South East,3,20400,14.9,204.0800866
Male,"Media, journalism and communications",Non-STEM,Staffordshire University,10006299,West Midlands,3,19500,16.3,202.9139957
Male,"Media, journalism and communications",Non-STEM,Teesside University,10007161,North East,3,21000,7.1,211.9965278
Male,"Media, journalism and communications",Non-STEM,The Manchester Metropolitan University,10004180,North West,3,18400,15.1,240.9294872
Male,"Media, journalism and communications",Non-STEM,The Nottingham Trent University,10004797,East Midlands,3,20800,7.1,245.0845411
Male,"Media, journalism and communications",Non-STEM,The Robert Gordon University,10005500,Scotland,3,19000,0,244.2776253
Male,"Media, journalism and communications",Non-STEM,The University of Brighton,10000886,South East,3,22300,10.6,266.8121693
Male,"Media, journalism and communications",Non-STEM,The University of Central Lancashire,10007141,North West,3,19300,8.1,230.8014184
Male,"Media, journalism and communications",Non-STEM,The University of East London,10007144,London,3,19000,14.9,182.2569444
Male,"Media, journalism and communications",Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,3,20800,27.7,236.1315789
Male,"Media, journalism and communications",Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,22400,9,326.5306122
Male,"Media, journalism and communications",Non-STEM,The University of Lincoln,10007151,East Midlands,3,19700,11.7,242.1354167
Male,"Media, journalism and communications",Non-STEM,The University of Northampton,10007138,East Midlands,3,16600,15.3,209.4444444
Male,"Media, journalism and communications",Non-STEM,The University of Portsmouth,10007155,South East,3,20800,16.1,250.6818182
Male,"Media, journalism and communications",Non-STEM,The University of Salford,10007156,North West,3,17200,12.2,241.494152
Male,"Media, journalism and communications",Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,26600,6.9,330.1666667
Male,"Media, journalism and communications",Non-STEM,The University of Stirling,10007804,Scotland,3,18600,0,244.2776253
Male,"Media, journalism and communications",Non-STEM,The University of Sunderland,10007159,North East,3,19700,14.2,212.6979167
Male,"Media, journalism and communications",Non-STEM,The University of Sussex,10007806,South East,3,23400,2.4,318.2905983
Male,"Media, journalism and communications",Non-STEM,The University of the West of Scotland,10007800,Scotland,3,18200,0,244.2776253
Male,"Media, journalism and communications",Non-STEM,The University of West London,10006566,London,3,23000,21.4,192.4845679
Male,"Media, journalism and communications",Non-STEM,The University of Westminster,10007165,London,3,24300,11.8,244.1935484
Male,"Media, journalism and communications",Non-STEM,The University of Winchester,10003614,South East,3,20400,10.2,241.6666667
Male,"Media, journalism and communications",Non-STEM,University for the Creative Arts,10006427,South East,3,18800,10.8,228.8888889
Male,"Media, journalism and communications",Non-STEM,University of Bedfordshire,10007152,East of England,3,19000,10.1,180.4520635
Male,"Media, journalism and communications",Non-STEM,University of Chester,10007848,North West,3,18600,10.6,234.1534392
Male,"Media, journalism and communications",Non-STEM,University of Derby,10007851,East Midlands,3,19000,7.2,208.3472222
Male,"Media, journalism and communications",Non-STEM,University of Gloucestershire,10007145,South West,3,20400,21.4,231.4455782
Male,"Media, journalism and communications",Non-STEM,University of Northumbria at Newcastle,10001282,North East,3,21200,6.9,260.4365079
Male,"Media, journalism and communications",Non-STEM,University of South Wales,10007793,Wales,3,20300,5.3,244.2776253
Male,"Media, journalism and communications",Non-STEM,"University of the Arts, London",10007162,London,3,23900,14,271.25
Male,"Media, journalism and communications",Non-STEM,"University of the West of England, Bristol",10007164,South West,3,19700,15.2,244.3617021
Male,"Media, journalism and communications",Non-STEM,University of Worcester,10007139,West Midlands,3,18600,7.9,229.348659
Male,Medical sciences,STEM,Birmingham City University,10007140,West Midlands,3,30300,20,237.5448029
Male,Medical sciences,STEM,Cardiff University,10007814,Wales,3,31000,13.3,244.2776253
Male,Medical sciences,STEM,King's College London,10003645,London,3,35400,8.6,341.7156863
Male,Medical sciences,STEM,Loughborough University,10004113,East Midlands,3,26600,0,306.8518519
Male,Medical sciences,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,3,24500,16.8,239.4481481
Male,Medical sciences,STEM,The University of Bristol,10007786,South West,3,30500,2.4,354.7619048
Male,Medical sciences,STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,33400,10.8,326.5306122
Male,Medical sciences,STEM,The University of Liverpool,10006842,North West,3,29200,6.5,313.877551
Male,Medical sciences,STEM,The University of Manchester,10007798,North West,3,33600,5.6,329.2063492
Male,Medical sciences,STEM,The University of Portsmouth,10007155,South East,3,26300,25,250.6818182
Male,Medical sciences,STEM,University Campus Suffolk,10014001,East of England,3,31800,0,223.9285714
Male,Medical sciences,STEM,University of Cumbria,10007842,North West,3,31000,14.3,214.6135266
Male,Medical sciences,STEM,University of Hertfordshire,10007147,East of England,3,33800,23.1,238.375
Male,Medical sciences,STEM,"University of the West of England, Bristol",10007164,South West,3,26600,12.5,244.3617021
Male,Medicine and dentistry,STEM,Cardiff University,10007814,Wales,3,45600,2.5,244.2776253
Male,Medicine and dentistry,STEM,"Imperial College of Science, Technology and Medicine",10003270,London,3,45300,5.2,359.5833333
Male,Medicine and dentistry,STEM,King's College London,10003645,London,3,45600,7.6,341.7156863
Male,Medicine and dentistry,STEM,Queen Mary University of London,10007775,London,3,47600,4.2,314.9166667
Male,Medicine and dentistry,STEM,St George's Hospital Medical School,10007782,London,3,46700,3.4,305.2777778
Male,Medicine and dentistry,STEM,The University of Aberdeen,10007783,Scotland,3,45600,0,244.2776253
Male,Medicine and dentistry,STEM,The University of Birmingham,10006840,West Midlands,3,46000,3.1,330.0740741
Male,Medicine and dentistry,STEM,The University of Brighton,10000886,South East,3,46000,25,266.8121693
Male,Medicine and dentistry,STEM,The University of Bristol,10007786,South West,3,44500,6.5,354.7619048
Male,Medicine and dentistry,STEM,The University of Cambridge,10007788,East of England,3,46000,4.5,360
Male,Medicine and dentistry,STEM,The University of Dundee,10007852,Scotland,3,45600,0,244.2776253
Male,Medicine and dentistry,STEM,The University of East Anglia,10007789,East of England,3,47400,8,307.4119241
Male,Medicine and dentistry,STEM,The University of Edinburgh,10007790,Scotland,3,46400,0,244.2776253
Male,Medicine and dentistry,STEM,The University of Exeter,10007792,South West,3,46400,13.9,340.4273504
Male,Medicine and dentistry,STEM,The University of Glasgow,10007794,Scotland,3,45600,0,244.2776253
Male,Medicine and dentistry,STEM,The University of Hull,10007149,Yorkshire and the Humber,3,46000,9.5,259.7435897
Male,Medicine and dentistry,STEM,The University of Keele,10007767,West Midlands,3,46700,4.8,276.372549
Male,Medicine and dentistry,STEM,The University of Leeds,10007795,Yorkshire and the Humber,3,44200,8,326.5306122
Male,Medicine and dentistry,STEM,The University of Leicester,10007796,East Midlands,3,44700,5.9,310.6862745
Male,Medicine and dentistry,STEM,The University of Liverpool,10006842,North West,3,46000,2.9,313.877551
Male,Medicine and dentistry,STEM,The University of Manchester,10007798,North West,3,46700,6.3,329.2063492
Male,Medicine and dentistry,STEM,The University of Oxford,10007774,South East,3,44500,7.1,360
Male,Medicine and dentistry,STEM,The University of Sheffield,10007157,Yorkshire and the Humber,3,43400,3.7,330.1666667
Male,Medicine and dentistry,STEM,The University of Southampton,10007158,South East,3,45600,13.7,328.1560284
Male,Medicine and dentistry,STEM,The University of Sussex,10007806,South East,3,46700,0,318.2905983
Male,Medicine and dentistry,STEM,The University of Warwick,10007163,West Midlands,3,45600,0,346.9444444
Male,Medicine and dentistry,STEM,The University of York,10007167,Yorkshire and the Humber,3,46200,6.7,331.2280702
Male,Medicine and dentistry,STEM,University College London,10007784,London,3,45600,6.3,355.6666667
Male,Medicine and dentistry,STEM,University of Newcastle-upon-Tyne,10007799,North East,3,44500,1.8,323.115942
Male,Medicine and dentistry,STEM,University of Nottingham,10007154,East Midlands,3,45300,2.9,330.3773585
Male,Medicine and dentistry,STEM,University of Plymouth,10007801,South West,3,43800,11.6,247.3863636
Male,Nursing and midwifery,STEM,Anglia Ruskin University,10000291,East of England,3,30800,8.3,213.9780702
Male,Nursing and midwifery,STEM,Birmingham City University,10007140,West Midlands,3,36900,0,237.5448029
Male,Nursing and midwifery,STEM,Buckinghamshire New University,10000975,South East,3,36000,0,191.0277778
Male,Nursing and midwifery,STEM,Canterbury Christ Church University,10001143,South East,3,33800,0,215.745614
Male,Nursing and midwifery,STEM,Cardiff University,10007814,Wales,3,28100,0,244.2776253
Male,Nursing and midwifery,STEM,Edge Hill University,10007823,North West,3,28700,42.9,212.7037037
