sex,subject,stem,provider,ukprn,region,yag,paye,polar,pa
Female,"Agriculture, food and related studies",STEM,Askham Bryan College,10000415,Yorkshire and the Humber,1,15700,11.8,177.5
Female,"Agriculture, food and related studies",STEM,Bishop Burton College,10000721,Yorkshire and the Humber,1,12800,4.9,200.3703704
Female,"Agriculture, food and related studies",STEM,Sparsholt College,10006050,South East,1,14600,28.9,210
Female,"Agriculture, food and related studies",STEM,Warwickshire College,10007859,West Midlands,1,17200,17.1,209.7777778
Female,"Agriculture, food and related studies",STEM,Aberystwyth University,10007856,Wales,1,15700,0,244.2776253
Female,"Agriculture, food and related studies",STEM,Anglia Ruskin University,10000291,East of England,1,14200,6.2,213.9780702
Female,"Agriculture, food and related studies",STEM,Cardiff Metropolitan University,10007854,Wales,1,21400,17.6,244.2776253
Female,"Agriculture, food and related studies",STEM,Liverpool John Moores University,10003957,North West,1,19700,0,236.3049096
Female,"Agriculture, food and related studies",STEM,Royal Agricultural University,10005545,South West,1,19700,9,244.4444444
Female,"Agriculture, food and related studies",STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,21500,10.8,239.4481481
Female,"Agriculture, food and related studies",STEM,The Nottingham Trent University,10004797,East Midlands,1,15000,14.8,245.0845411
Female,"Agriculture, food and related studies",STEM,The Royal Veterinary College,10007779,London,1,16800,13.6,335.8333333
Female,"Agriculture, food and related studies",STEM,The University of Central Lancashire,10007141,North West,1,16100,2.9,230.8014184
Female,"Agriculture, food and related studies",STEM,The University of Greenwich,10007146,London,1,16400,26.1,214.4489612
Female,"Agriculture, food and related studies",STEM,The University of Lincoln,10007151,East Midlands,1,15700,18.6,242.1354167
Female,"Agriculture, food and related studies",STEM,The University of Reading,10007802,South East,1,23000,8.5,298.8288288
Female,"Agriculture, food and related studies",STEM,University College Birmingham,10000712,West Midlands,1,20300,7.1,196
Female,"Agriculture, food and related studies",STEM,University of Chester,10007848,North West,1,12800,15.8,234.1534392
Female,"Agriculture, food and related studies",STEM,University of Newcastle-upon-Tyne,10007799,North East,1,20400,7.7,323.115942
Female,"Agriculture, food and related studies",STEM,University of Nottingham,10007154,East Midlands,1,22300,7.2,330.3773585
Female,"Agriculture, food and related studies",STEM,University of Plymouth,10007801,South West,1,16100,11.1,247.3863636
Female,"Agriculture, food and related studies",STEM,Writtle College,10007657,East of England,1,15900,16.1,226.1111111
Female,Allied health,STEM,Bradford College,10000840,Yorkshire and the Humber,1,14200,9.5,160.202381
Female,Allied health,STEM,Grimsby Institute of Further and Higher Education,10007938,Yorkshire and the Humber,1,13000,0,183.5673401
Female,Allied health,STEM,Anglia Ruskin University,10000291,East of England,1,20300,8,213.9780702
Female,Allied health,STEM,Aston University,10007759,West Midlands,1,21200,4,299.9275362
Female,Allied health,STEM,Bath Spa University,10000571,South West,1,19300,18.7,249.6825397
Female,Allied health,STEM,Birmingham City University,10007140,West Midlands,1,20800,9.1,237.5448029
Female,Allied health,STEM,Bournemouth University,10000824,South West,1,21200,14.7,258.3908046
Female,Allied health,STEM,Brunel University London,10000961,London,1,23400,10.4,271.2091503
Female,Allied health,STEM,Canterbury Christ Church University,10001143,South East,1,23200,0,215.745614
Female,Allied health,STEM,Cardiff Metropolitan University,10007854,Wales,1,20400,3.6,244.2776253
Female,Allied health,STEM,Cardiff University,10007814,Wales,1,21500,5.3,244.2776253
Female,Allied health,STEM,Coventry University,10001726,West Midlands,1,21200,12,231.25
Female,Allied health,STEM,De Montfort University,10001883,East Midlands,1,19700,8.3,228.1944444
Female,Allied health,STEM,Edge Hill University,10007823,North West,1,15300,16.7,212.7037037
Female,Allied health,STEM,Glasgow Caledonian University,10007762,Scotland,1,21900,0,244.2776253
Female,Allied health,STEM,King's College London,10003645,London,1,23000,6.5,341.7156863
Female,Allied health,STEM,Kingston University,10003678,London,1,20100,7.3,226.2954545
Female,Allied health,STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,1,20400,16.2,226.7222222
Female,Allied health,STEM,Liverpool John Moores University,10003957,North West,1,19900,6.9,236.3049096
Female,Allied health,STEM,London Metropolitan University,10004048,London,1,21500,6.1,184.3207071
Female,Allied health,STEM,London South Bank University,10004078,London,1,24800,33.3,189.0095785
Female,Allied health,STEM,Middlesex University,10004351,London,1,20400,13,198.25
Female,Allied health,STEM,Oxford Brookes University,10004930,South East,1,21700,6.5,273.3194444
Female,Allied health,STEM,"Queen Margaret University, Edinburgh",10005337,Scotland,1,21500,0,244.2776253
Female,Allied health,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,21500,8.1,239.4481481
Female,Allied health,STEM,St George's Hospital Medical School,10007782,London,1,22800,6.8,305.2777778
Female,Allied health,STEM,"St Mary's University, Twickenham",10007843,London,1,17500,10.6,228.5555556
Female,Allied health,STEM,Teesside University,10007161,North East,1,21500,12.1,211.9965278
Female,Allied health,STEM,The City University,10001478,London,1,22600,4.6,288.6111111
Female,Allied health,STEM,The Manchester Metropolitan University,10004180,North West,1,21200,8.6,240.9294872
Female,Allied health,STEM,The Robert Gordon University,10005500,Scotland,1,21500,0,244.2776253
Female,Allied health,STEM,The University of Birmingham,10006840,West Midlands,1,21900,6,330.0740741
Female,Allied health,STEM,The University of Bradford,10007785,Yorkshire and the Humber,1,20100,8.6,211.1309524
Female,Allied health,STEM,The University of Brighton,10000886,South East,1,22300,19.2,266.8121693
Female,Allied health,STEM,The University of Cambridge,10007788,East of England,1,24500,3,360
Female,Allied health,STEM,The University of Central Lancashire,10007141,North West,1,19700,7.7,230.8014184
Female,Allied health,STEM,The University of East Anglia,10007789,East of England,1,21200,11.8,307.4119241
Female,Allied health,STEM,The University of East London,10007144,London,1,20800,17.3,182.2569444
Female,Allied health,STEM,The University of Essex,10007791,East of England,1,22400,15.6,258.2258065
Female,Allied health,STEM,The University of Greenwich,10007146,London,1,27700,7.1,214.4489612
Female,Allied health,STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,1,21500,10.5,236.1315789
Female,Allied health,STEM,The University of Keele,10007767,West Midlands,1,21900,6.9,276.372549
Female,Allied health,STEM,The University of Lincoln,10007151,East Midlands,1,17300,18,242.1354167
Female,Allied health,STEM,The University of Liverpool,10006842,North West,1,21500,1.4,313.877551
Female,Allied health,STEM,The University of Manchester,10007798,North West,1,20800,8.2,329.2063492
Female,Allied health,STEM,The University of Northampton,10007138,East Midlands,1,21200,8.9,209.4444444
Female,Allied health,STEM,The University of Reading,10007802,South East,1,21500,5.7,298.8288288
Female,Allied health,STEM,The University of Salford,10007156,North West,1,19300,16,241.494152
Female,Allied health,STEM,The University of Sheffield,10007157,Yorkshire and the Humber,1,21500,9.7,330.1666667
Female,Allied health,STEM,The University of Southampton,10007158,South East,1,21500,11.5,328.1560284
Female,Allied health,STEM,The University of Strathclyde,10007805,Scotland,1,21200,0,244.2776253
Female,Allied health,STEM,The University of Surrey,10007160,South East,1,23400,7.7,311.7333333
Female,Allied health,STEM,The University of Warwick,10007163,West Midlands,1,20800,11.2,346.9444444
Female,Allied health,STEM,The University of Westminster,10007165,London,1,16800,14.3,244.1935484
Female,Allied health,STEM,The University of Wolverhampton,10007166,West Midlands,1,22100,13.3,185.9009009
Female,Allied health,STEM,University of Bedfordshire,10007152,East of England,1,15900,10.7,180.4520635
Female,Allied health,STEM,University of Chester,10007848,North West,1,20400,13.5,234.1534392
Female,Allied health,STEM,University of Cumbria,10007842,North West,1,20800,4.2,214.6135266
Female,Allied health,STEM,University of Derby,10007851,East Midlands,1,20800,14.3,208.3472222
Female,Allied health,STEM,University of Durham,10007143,North East,1,21900,0,352.5
Female,Allied health,STEM,University of Hertfordshire,10007147,East of England,1,23000,15.9,238.375
Female,Allied health,STEM,University of Newcastle-upon-Tyne,10007799,North East,1,20800,3.1,323.115942
Female,Allied health,STEM,University of Northumbria at Newcastle,10001282,North East,1,21200,9.5,260.4365079
Female,Allied health,STEM,University of Nottingham,10007154,East Midlands,1,21200,11.8,330.3773585
Female,Allied health,STEM,University of Plymouth,10007801,South West,1,21200,16.3,247.3863636
Female,Allied health,STEM,University of South Wales,10007793,Wales,1,16400,12.5,244.2776253
Female,Allied health,STEM,"University of the West of England, Bristol",10007164,South West,1,20800,17.3,244.3617021
Female,Allied health,STEM,University of Worcester,10007139,West Midlands,1,20100,22.6,229.348659
Female,Allied health,STEM,York St John University,10007713,Yorkshire and the Humber,1,20800,10.5,234.047619
Female,"Architecture, building and planning",STEM,Anglia Ruskin University,10000291,East of England,1,35400,14.3,213.9780702
Female,"Architecture, building and planning",STEM,Birmingham City University,10007140,West Midlands,1,22600,18.9,237.5448029
Female,"Architecture, building and planning",STEM,Cardiff University,10007814,Wales,1,24100,7.8,244.2776253
Female,"Architecture, building and planning",STEM,Glasgow Caledonian University,10007762,Scotland,1,23200,0,244.2776253
Female,"Architecture, building and planning",STEM,Kingston University,10003678,London,1,23700,0,226.2954545
Female,"Architecture, building and planning",STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,1,21900,0,226.7222222
Female,"Architecture, building and planning",STEM,Liverpool John Moores University,10003957,North West,1,21700,4,236.3049096
Female,"Architecture, building and planning",STEM,London South Bank University,10004078,London,1,32100,7.7,189.0095785
Female,"Architecture, building and planning",STEM,Oxford Brookes University,10004930,South East,1,21900,7.9,273.3194444
Female,"Architecture, building and planning",STEM,Royal Agricultural University,10005545,South West,1,24800,3.8,244.4444444
Female,"Architecture, building and planning",STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,19300,3.7,239.4481481
Female,"Architecture, building and planning",STEM,The Manchester Metropolitan University,10004180,North West,1,19300,15.6,240.9294872
Female,"Architecture, building and planning",STEM,The Nottingham Trent University,10004797,East Midlands,1,19700,12.5,245.0845411
Female,"Architecture, building and planning",STEM,The Robert Gordon University,10005500,Scotland,1,20800,0,244.2776253
Female,"Architecture, building and planning",STEM,The University of Brighton,10000886,South East,1,19500,15,266.8121693
Female,"Architecture, building and planning",STEM,The University of Central Lancashire,10007141,North West,1,17700,31.2,230.8014184
Female,"Architecture, building and planning",STEM,The University of Dundee,10007852,Scotland,1,20800,0,244.2776253
Female,"Architecture, building and planning",STEM,The University of Greenwich,10007146,London,1,22600,14.3,214.4489612
Female,"Architecture, building and planning",STEM,The University of Kent,10007150,South East,1,20800,14.8,275.4166667
Female,"Architecture, building and planning",STEM,The University of Liverpool,10006842,North West,1,18100,0,313.877551
Female,"Architecture, building and planning",STEM,The University of Portsmouth,10007155,South East,1,17500,15.8,250.6818182
Female,"Architecture, building and planning",STEM,The University of Salford,10007156,North West,1,28100,22.2,241.494152
Female,"Architecture, building and planning",STEM,The University of Sheffield,10007157,Yorkshire and the Humber,1,23400,5.5,330.1666667
Female,"Architecture, building and planning",STEM,The University of Westminster,10007165,London,1,20800,7,244.1935484
Female,"Architecture, building and planning",STEM,University College London,10007784,London,1,23400,14.7,355.6666667
Female,"Architecture, building and planning",STEM,University of Newcastle-upon-Tyne,10007799,North East,1,23700,3.8,323.115942
Female,"Architecture, building and planning",STEM,University of Northumbria at Newcastle,10001282,North East,1,21900,7.8,260.4365079
Female,"Architecture, building and planning",STEM,University of Nottingham,10007154,East Midlands,1,18200,5,330.3773585
Female,"Architecture, building and planning",STEM,University of Plymouth,10007801,South West,1,21500,25,247.3863636
Female,"Architecture, building and planning",STEM,"University of the West of England, Bristol",10007164,South West,1,20800,16.5,244.3617021
Female,Biosciences,STEM,Bishop Burton College,10000721,Yorkshire and the Humber,1,14600,17.6,200.3703704
Female,Biosciences,STEM,Aberystwyth University,10007856,Wales,1,15700,4.8,244.2776253
Female,Biosciences,STEM,Anglia Ruskin University,10000291,East of England,1,17300,9,213.9780702
Female,Biosciences,STEM,Aston University,10007759,West Midlands,1,18600,18.7,299.9275362
Female,Biosciences,STEM,Bangor University,10007857,Wales,1,12400,6.6,244.2776253
Female,Biosciences,STEM,Bournemouth University,10000824,South West,1,16800,20,258.3908046
Female,Biosciences,STEM,Brunel University London,10000961,London,1,19700,12.1,271.2091503
Female,Biosciences,STEM,Cardiff University,10007814,Wales,1,18200,9.2,244.2776253
Female,Biosciences,STEM,Edinburgh Napier University,10007772,Scotland,1,17000,0,244.2776253
Female,Biosciences,STEM,Glasgow Caledonian University,10007762,Scotland,1,21200,0,244.2776253
Female,Biosciences,STEM,"Imperial College of Science, Technology and Medicine",10003270,London,1,24500,7.9,359.5833333
Female,Biosciences,STEM,Kingston University,10003678,London,1,17900,13.7,226.2954545
Female,Biosciences,STEM,Liverpool John Moores University,10003957,North West,1,14100,14.3,236.3049096
Female,Biosciences,STEM,London South Bank University,10004078,London,1,16800,32,189.0095785
Female,Biosciences,STEM,Oxford Brookes University,10004930,South East,1,20400,7.8,273.3194444
Female,Biosciences,STEM,Queen Mary University of London,10007775,London,1,20600,5.3,314.9166667
Female,Biosciences,STEM,Roehampton University,10007776,London,1,18600,10.7,228.1400966
Female,Biosciences,STEM,Royal Holloway and Bedford New College,10005553,South East,1,14200,6.9,307.9012346
Female,Biosciences,STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,19300,11,239.4481481
Female,Biosciences,STEM,Staffordshire University,10006299,West Midlands,1,17500,17.6,202.9139957
Female,Biosciences,STEM,Swansea University,10007855,Wales,1,16800,8.8,244.2776253
Female,Biosciences,STEM,The Manchester Metropolitan University,10004180,North West,1,16400,12.1,240.9294872
Female,Biosciences,STEM,The Nottingham Trent University,10004797,East Midlands,1,20400,18.4,245.0845411
Female,Biosciences,STEM,The Open University,10007773,South East,1,20800,14.3,258.3431805
Female,Biosciences,STEM,The University of Aberdeen,10007783,Scotland,1,16400,0,244.2776253
Female,Biosciences,STEM,The University of Bath,10007850,South West,1,23400,11.3,348.0246914
Female,Biosciences,STEM,The University of Birmingham,10006840,West Midlands,1,22300,4.8,330.0740741
Female,Biosciences,STEM,The University of Bradford,10007785,Yorkshire and the Humber,1,15700,7.4,211.1309524
Female,Biosciences,STEM,The University of Brighton,10000886,South East,1,20100,10.2,266.8121693
Female,Biosciences,STEM,The University of Bristol,10007786,South West,1,17500,8,354.7619048
Female,Biosciences,STEM,The University of Cambridge,10007788,East of England,1,24500,3,360
Female,Biosciences,STEM,The University of Central Lancashire,10007141,North West,1,15700,9.5,230.8014184
Female,Biosciences,STEM,The University of East Anglia,10007789,East of England,1,19000,13,307.4119241
Female,Biosciences,STEM,The University of Edinburgh,10007790,Scotland,1,18200,0,244.2776253
Female,Biosciences,STEM,The University of Essex,10007791,East of England,1,17500,14.3,258.2258065
Female,Biosciences,STEM,The University of Exeter,10007792,South West,1,17200,7.3,340.4273504
Female,Biosciences,STEM,The University of Glasgow,10007794,Scotland,1,19000,0,244.2776253
Female,Biosciences,STEM,The University of Greenwich,10007146,London,1,20100,29.2,214.4489612
Female,Biosciences,STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,1,18600,18.4,236.1315789
Female,Biosciences,STEM,The University of Hull,10007149,Yorkshire and the Humber,1,15700,20.4,259.7435897
Female,Biosciences,STEM,The University of Keele,10007767,West Midlands,1,17900,10.6,276.372549
Female,Biosciences,STEM,The University of Kent,10007150,South East,1,20600,18.1,275.4166667
Female,Biosciences,STEM,The University of Lancaster,10007768,North West,1,17900,9.9,319.7916667
Female,Biosciences,STEM,The University of Leeds,10007795,Yorkshire and the Humber,1,20800,8,326.5306122
Female,Biosciences,STEM,The University of Leicester,10007796,East Midlands,1,19200,6.2,310.6862745
Female,Biosciences,STEM,The University of Liverpool,10006842,North West,1,17300,14.2,313.877551
Female,Biosciences,STEM,The University of Manchester,10007798,North West,1,18600,6.7,329.2063492
Female,Biosciences,STEM,The University of Oxford,10007774,South East,1,27000,5.3,360
Female,Biosciences,STEM,The University of Portsmouth,10007155,South East,1,20100,10,250.6818182
Female,Biosciences,STEM,The University of Reading,10007802,South East,1,19000,17.3,298.8288288
Female,Biosciences,STEM,The University of Salford,10007156,North West,1,12000,10.9,241.494152
Female,Biosciences,STEM,The University of Sheffield,10007157,Yorkshire and the Humber,1,19300,4.5,330.1666667
Female,Biosciences,STEM,The University of Southampton,10007158,South East,1,21500,10.3,328.1560284
Female,Biosciences,STEM,The University of St Andrews,10007803,Scotland,1,21200,0,244.2776253
Female,Biosciences,STEM,The University of Stirling,10007804,Scotland,1,14600,0,244.2776253
Female,Biosciences,STEM,The University of Strathclyde,10007805,Scotland,1,21500,0,244.2776253
Female,Biosciences,STEM,The University of Sussex,10007806,South East,1,19500,15.5,318.2905983
Female,Biosciences,STEM,The University of the West of Scotland,10007800,Scotland,1,16400,0,244.2776253
Female,Biosciences,STEM,The University of Warwick,10007163,West Midlands,1,21200,6.2,346.9444444
Female,Biosciences,STEM,The University of Westminster,10007165,London,1,19700,12.7,244.1935484
Female,Biosciences,STEM,The University of Wolverhampton,10007166,West Midlands,1,15900,14.4,185.9009009
Female,Biosciences,STEM,The University of York,10007167,Yorkshire and the Humber,1,19000,8.1,331.2280702
Female,Biosciences,STEM,University College London,10007784,London,1,21500,7,355.6666667
Female,Biosciences,STEM,University of Abertay Dundee,10007849,Scotland,1,20800,0,244.2776253
Female,Biosciences,STEM,University of Derby,10007851,East Midlands,1,17200,17.4,208.3472222
Female,Biosciences,STEM,University of Durham,10007143,North East,1,17500,5.5,352.5
Female,Biosciences,STEM,University of Newcastle-upon-Tyne,10007799,North East,1,14400,9.6,323.115942
Female,Biosciences,STEM,University of Northumbria at Newcastle,10001282,North East,1,20800,12.1,260.4365079
Female,Biosciences,STEM,University of Nottingham,10007154,East Midlands,1,17200,8.7,330.3773585
Female,Biosciences,STEM,University of Plymouth,10007801,South West,1,14600,8.2,247.3863636
Female,Biosciences,STEM,University of South Wales,10007793,Wales,1,12800,5,244.2776253
Female,Business and management,Non-STEM,Blackburn College,10000747,North West,1,15700,0,216.4215168
Female,Business and management,Non-STEM,Blackpool and the Fylde College,10000754,North West,1,16400,0,203.4904762
Female,Business and management,Non-STEM,Grimsby Institute of Further and Higher Education,10007938,Yorkshire and the Humber,1,14400,0,183.5673401
Female,Business and management,Non-STEM,Hull College,10003200,Yorkshire and the Humber,1,16400,100,184.5
Female,Business and management,Non-STEM,LTE Group,10023139,North West,1,16100,0,219.6944444
Female,Business and management,Non-STEM,New College Durham,10004576,North East,1,18600,40,199.0277778
Female,Business and management,Non-STEM,Warwickshire College,10007859,West Midlands,1,19300,0,209.7777778
Female,Business and management,Non-STEM,West Nottinghamshire College,10007427,East Midlands,1,18800,50,184.4444444
Female,Business and management,Non-STEM,Aberystwyth University,10007856,Wales,1,17500,6.6,244.2776253
Female,Business and management,Non-STEM,Anglia Ruskin University,10000291,East of England,1,21400,15.1,213.9780702
Female,Business and management,Non-STEM,Aston University,10007759,West Midlands,1,24800,10.1,299.9275362
Female,Business and management,Non-STEM,Bangor University,10007857,Wales,1,17500,7.6,244.2776253
Female,Business and management,Non-STEM,Bath Spa University,10000571,South West,1,19300,16.4,249.6825397
Female,Business and management,Non-STEM,Birkbeck College,10007760,London,1,25600,14.8,253.8452381
Female,Business and management,Non-STEM,Birmingham City University,10007140,West Midlands,1,19000,11.2,237.5448029
Female,Business and management,Non-STEM,Bournemouth University,10000824,South West,1,23000,11,258.3908046
Female,Business and management,Non-STEM,Brunel University London,10000961,London,1,21900,7.8,271.2091503
Female,Business and management,Non-STEM,Buckinghamshire New University,10000975,South East,1,17900,8.3,191.0277778
Female,Business and management,Non-STEM,Canterbury Christ Church University,10001143,South East,1,18600,22.3,215.745614
Female,Business and management,Non-STEM,Cardiff Metropolitan University,10007854,Wales,1,17200,5.9,244.2776253
Female,Business and management,Non-STEM,Cardiff University,10007814,Wales,1,21900,11.4,244.2776253
Female,Business and management,Non-STEM,Coventry University,10001726,West Midlands,1,20400,8.3,231.25
Female,Business and management,Non-STEM,De Montfort University,10001883,East Midlands,1,19700,8.3,228.1944444
Female,Business and management,Non-STEM,Edge Hill University,10007823,North West,1,17500,13.1,212.7037037
Female,Business and management,Non-STEM,Edinburgh Napier University,10007772,Scotland,1,19000,0,244.2776253
Female,Business and management,Non-STEM,Glasgow Caledonian University,10007762,Scotland,1,18600,0,244.2776253
Female,Business and management,Non-STEM,Glynd?r University,10007833,Wales,1,16100,34.6,244.2776253
Female,Business and management,Non-STEM,Heriot-Watt University,10007764,Scotland,1,20100,0,244.2776253
Female,Business and management,Non-STEM,King's College London,10003645,London,1,21900,1,341.7156863
Female,Business and management,Non-STEM,Kingston University,10003678,London,1,19700,7.7,226.2954545
Female,Business and management,Non-STEM,Leeds Beckett University,10003861,Yorkshire and the Humber,1,19300,9.1,226.7222222
Female,Business and management,Non-STEM,Leeds Trinity University,10003863,Yorkshire and the Humber,1,17200,2,207.9166667
Female,Business and management,Non-STEM,Liverpool Hope University,10003956,North West,1,16400,17.9,221.8070175
Female,Business and management,Non-STEM,Liverpool John Moores University,10003957,North West,1,18600,12.2,236.3049096
Female,Business and management,Non-STEM,London Metropolitan University,10004048,London,1,20100,17.7,184.3207071
Female,Business and management,Non-STEM,London School of Economics and Political Science,10004063,London,1,30700,8.3,357.254902
Female,Business and management,Non-STEM,London South Bank University,10004078,London,1,19000,8.3,189.0095785
Female,Business and management,Non-STEM,Loughborough University,10004113,East Midlands,1,25900,11,306.8518519
Female,Business and management,Non-STEM,Middlesex University,10004351,London,1,18600,7.7,198.25
Female,Business and management,Non-STEM,Oxford Brookes University,10004930,South East,1,22600,8.3,273.3194444
Female,Business and management,Non-STEM,"Queen Margaret University, Edinburgh",10005337,Scotland,1,18600,0,244.2776253
Female,Business and management,Non-STEM,Queen Mary University of London,10007775,London,1,23400,8.9,314.9166667
Female,Business and management,Non-STEM,Roehampton University,10007776,London,1,19700,6.2,228.1400966
Female,Business and management,Non-STEM,Royal Agricultural University,10005545,South West,1,22300,11.2,244.4444444
Female,Business and management,Non-STEM,Royal Holloway and Bedford New College,10005553,South East,1,23700,9.2,307.9012346
Female,Business and management,Non-STEM,Sheffield Hallam University,10005790,Yorkshire and the Humber,1,20400,5.7,239.4481481
Female,Business and management,Non-STEM,Southampton Solent University,10006022,South East,1,19300,13.7,204.0800866
Female,Business and management,Non-STEM,SRUC,10005700,Scotland,1,18600,0,244.2776253
Female,Business and management,Non-STEM,"St Mary's University, Twickenham",10007843,London,1,16100,0,228.5555556
Female,Business and management,Non-STEM,Staffordshire University,10006299,West Midlands,1,17900,23.2,202.9139957
Female,Business and management,Non-STEM,Swansea University,10007855,Wales,1,19300,8.8,244.2776253
Female,Business and management,Non-STEM,Teesside University,10007161,North East,1,17700,27.8,211.9965278
Female,Business and management,Non-STEM,The Arts University Bournemouth,10000385,South West,1,18200,11.8,260
Female,Business and management,Non-STEM,The City University,10001478,London,1,27000,9.6,288.6111111
Female,Business and management,Non-STEM,The Manchester Metropolitan University,10004180,North West,1,19000,10.6,240.9294872
Female,Business and management,Non-STEM,The Nottingham Trent University,10004797,East Midlands,1,22300,12.6,245.0845411
Female,Business and management,Non-STEM,The Open University,10007773,South East,1,26100,9.4,258.3431805
Female,Business and management,Non-STEM,The Robert Gordon University,10005500,Scotland,1,19300,0,244.2776253
Female,Business and management,Non-STEM,The University of Aberdeen,10007783,Scotland,1,19700,0,244.2776253
Female,Business and management,Non-STEM,The University of Bath,10007850,South West,1,26600,4.2,348.0246914
Female,Business and management,Non-STEM,The University of Birmingham,10006840,West Midlands,1,26600,9.8,330.0740741
Female,Business and management,Non-STEM,The University of Bolton,10006841,North West,1,16400,17.2,185.5257937
Female,Business and management,Non-STEM,The University of Bradford,10007785,Yorkshire and the Humber,1,17500,17.6,211.1309524
Female,Business and management,Non-STEM,The University of Brighton,10000886,South East,1,21500,14.1,266.8121693
Female,Business and management,Non-STEM,The University of Central Lancashire,10007141,North West,1,18200,9.6,230.8014184
Female,Business and management,Non-STEM,The University of Chichester,10007137,South East,1,19700,20.5,228.125
Female,Business and management,Non-STEM,The University of Dundee,10007852,Scotland,1,19000,0,244.2776253
Female,Business and management,Non-STEM,The University of East Anglia,10007789,East of England,1,21700,5.7,307.4119241
Female,Business and management,Non-STEM,The University of East London,10007144,London,1,18600,18.9,182.2569444
Female,Business and management,Non-STEM,The University of Edinburgh,10007790,Scotland,1,23400,0,244.2776253
Female,Business and management,Non-STEM,The University of Essex,10007791,East of England,1,20800,14.8,258.2258065
Female,Business and management,Non-STEM,The University of Exeter,10007792,South West,1,26300,4.4,340.4273504
Female,Business and management,Non-STEM,The University of Glasgow,10007794,Scotland,1,20400,0,244.2776253
Female,Business and management,Non-STEM,The University of Greenwich,10007146,London,1,20400,20.2,214.4489612
Female,Business and management,Non-STEM,The University of Huddersfield,10007148,Yorkshire and the Humber,1,18600,12.5,236.1315789
Female,Business and management,Non-STEM,The University of Hull,10007149,Yorkshire and the Humber,1,19700,21.5,259.7435897
Female,Business and management,Non-STEM,The University of Keele,10007767,West Midlands,1,18600,14.5,276.372549
Female,Business and management,Non-STEM,The University of Kent,10007150,South East,1,22600,21.9,275.4166667
Female,Business and management,Non-STEM,The University of Lancaster,10007768,North West,1,22600,6.5,319.7916667
Female,Business and management,Non-STEM,The University of Leeds,10007795,Yorkshire and the Humber,1,24500,7.6,326.5306122
Female,Business and management,Non-STEM,The University of Leicester,10007796,East Midlands,1,22600,8.7,310.6862745
Female,Business and management,Non-STEM,The University of Lincoln,10007151,East Midlands,1,19700,14.7,242.1354167
Female,Business and management,Non-STEM,The University of Liverpool,10006842,North West,1,20400,7,313.877551
Female,Business and management,Non-STEM,The University of Manchester,10007798,North West,1,23000,6.9,329.2063492
Female,Business and management,Non-STEM,The University of Northampton,10007138,East Midlands,1,19000,13.1,209.4444444
Female,Business and management,Non-STEM,The University of Portsmouth,10007155,South East,1,21900,14.2,250.6818182
Female,Business and management,Non-STEM,The University of Reading,10007802,South East,1,26300,11,298.8288288
Female,Business and management,Non-STEM,The University of Salford,10007156,North West,1,18400,20.7,241.494152
Female,Business and management,Non-STEM,The University of Sheffield,10007157,Yorkshire and the Humber,1,21000,8,330.1666667
Female,Business and management,Non-STEM,The University of Southampton,10007158,South East,1,25900,20.1,328.1560284
Female,Business and management,Non-STEM,The University of Stirling,10007804,Scotland,1,19300,0,244.2776253
Female,Business and management,Non-STEM,The University of Strathclyde,10007805,Scotland,1,21500,0,244.2776253
Female,Business and management,Non-STEM,The University of Sunderland,10007159,North East,1,18200,26.6,212.6979167
Female,Business and management,Non-STEM,The University of Surrey,10007160,South East,1,23000,13.8,311.7333333
Female,Business and management,Non-STEM,The University of Sussex,10007806,South East,1,24800,9.7,318.2905983
Female,Business and management,Non-STEM,The University of the West of Scotland,10007800,Scotland,1,17900,0,244.2776253
Female,Business and management,Non-STEM,The University of Warwick,10007163,West Midlands,1,28100,11.1,346.9444444
Female,Business and management,Non-STEM,The University of West London,10006566,London,1,19500,12.3,192.4845679
Female,Business and management,Non-STEM,The University of Westminster,10007165,London,1,20400,13.2,244.1935484
Female,Business and management,Non-STEM,The University of Winchester,10003614,South East,1,20800,14.9,241.6666667
Female,Business and management,Non-STEM,The University of Wolverhampton,10007166,West Midlands,1,17200,14.5,185.9009009
Female,Business and management,Non-STEM,The University of York,10007167,Yorkshire and the Humber,1,23000,8.6,331.2280702
Female,Business and management,Non-STEM,University Campus Suffolk,10014001,East of England,1,18600,28.6,223.9285714
Female,Business and management,Non-STEM,University College Birmingham,10000712,West Midlands,1,16600,14.9,196
Female,Business and management,Non-STEM,University of Abertay Dundee,10007849,Scotland,1,17900,0,244.2776253
Female,Business and management,Non-STEM,University of Bedfordshire,10007152,East of England,1,17500,16.7,180.4520635
Female,Business and management,Non-STEM,University of Chester,10007848,North West,1,17500,10.1,234.1534392
Female,Business and management,Non-STEM,University of Cumbria,10007842,North West,1,18600,0,214.6135266
Female,Business and management,Non-STEM,University of Derby,10007851,East Midlands,1,18800,17.7,208.3472222
